warehouse_id,date,inbound_volume,outbound_volume,throughput,avg_processing_time_minutes,delays_count,efficiency_score,staff_count,overtime_hours,error_rate,returns_received
WH-18,2025-08-11,98,637,637,36.04,3,82.14,54,19.9,2.97,30
WH-20,2025-09-13,159,423,423,33.2,3,93.8,56,67.5,0.5,50
WH-12,2025-03-27,336,334,334,15.07,18,72.73,66,59.4,0.24,34
WH-10,2025-10-18,299,352,1760,29.09,14,83.21,95,21.5,2.31,48
WH-07,2025-09-23,52,247,247,37.17,2,90.13,82,77.5,3.31,48
WH-15,2025-02-22,110,739,739,22.79,7,,37,12.7,0.57,2
WH-13,2024-08-01,73,598,598,27.92,20,,21,86.4,4.42,10
WH-02,2025-07-27,234,313,313,16.69,7,,53,44.5,1.53,45
WH-09,2024-06-02,121,209,209,29.98,13,80.25,50,25.9,1.16,47
WH-20,2025-12-02,232,150,150,10.63,0,83.26,45,71.0,4.78,39
WH-17,2024-04-21,147,433,433,16.48,15,77.9,40,82.3,2.18,9
WH-05,2024-07-05,335,240,240,19.47,6,93.12,32,53.4,4.74,5
WH-12,2025-04-17,156,126,126,36.82,7,92.35,51,62.2,2.47,21
WH-17,2025-02-11,338,588,588,41.28,8,86.67,83,81.7,4.11,32
WH-14,2025-03-17,173,582,582,35.68,5,96.3,68,27.4,4.11,45
WH-19,2024-09-25,203,743,743,17.11,6,97.98,75,98.9,2.35,39
WH-01,2026-03-26,283,585,585,24.41,6,72.43,76,92.8,0.91,24
WH-08,2026-03-17,217,336,336,35.29,0,,74,67.3,3.84,1
WH-13,2025-12-19,334,330,330,15.13,6,,96,98.8,1.09,40
WH-02,2025-12-06,396,639,639,26.42,20,80.37,68,93.7,3.46,32
WH-18,2026-01-17,132,231,231,18.37,9,,24,58.9,2.31,18
WH-09,2025-04-07,67,165,165,44.09,16,,68,81.2,2.29,29
WH-16,2026-01-07,218,458,458,44.95,13,95.22,21,30.2,1.85,19
WH-20,2025-11-05,124,769,769,39.3,20,83.15,52,5.6,4.79,16
WH-12,2025-09-17,139,417,417,44.44,2,91.34,54,85.5,4.67,38
WH-15,2025-08-18,182,144,144,31.05,2,71.66,89,57.8,1.54,29
WH-15,2024-12-24,75,470,470,30.48,9,82.63,30,4.6,2.14,15
WH-11,2025-04-19,225,127,127,34.33,1,,81,76.9,1.21,21
WH-13,2025-05-30,325,327,327,22.57,18,92.35,44,77.0,0.22,41
WH-20,2025-10-16,303,294,294,27.81,0,89.28,94,19.8,0.94,7
WH-20,2024-11-23,366,677,677,35.99,6,85.48,71,27.1,4.71,7
WH-07,2025-09-04,382,497,497,28.79,2,72.92,69,87.0,3.81,35
WH-10,2024-07-23,302,297,297,17.0,19,74.61,82,38.5,0.81,12
WH-01,2026-01-15,247,130,130,31.24,15,,41,16.5,4.6,39
WH-04,2025-10-17,133,148,148,37.13,15,92.61,76,3.1,0.29,0
WH-19,2024-12-22,145,508,508,29.09,10,91.0,25,44.5,1.63,41
WH-12,2024-05-11,81,759,759,18.77,11,71.91,72,3.1,2.87,37
WH-13,2025-07-10,353,635,635,13.03,18,94.19,57,10.5,1.52,16
WH-15,2025-12-19,162,540,540,35.62,5,86.3,98,3.7,3.93,37
WH-08,2025-03-20,198,518,518,11.14,14,94.36,51,50.1,1.79,5
WH-12,2025-12-19,125,255,255,41.77,8,76.95,20,81.1,4.97,1
WH-02,2024-06-05,383,147,147,37.25,4,87.78,29,1.7,4.68,39
WH-17,2024-07-02,251,690,690,13.05,5,,16,43.1,2.79,26
WH-20,2025-05-20,325,541,541,13.78,2,,24,13.1,1.37,16
WH-07,2025-08-11,347,555,555,40.52,6,89.67,60,57.9,2.1,9
WH-05,2025-06-17,139,119,119,38.59,4,88.12,82,57.5,4.73,42
WH-13,2025-12-23,150,323,323,35.07,5,79.59,99,26.1,4.53,4
WH-20,2025-05-07,144,275,275,17.28,14,72.21,84,34.6,3.8,16
WH-06,2024-12-18,243,571,571,13.92,15,91.15,93,72.5,0.22,39
WH-01,2025-10-18,162,614,614,30.04,10,97.28,67,16.8,2.88,20
WH-03,2025-09-14,121,297,297,28.64,9,,43,36.9,4.85,7
WH-18,2024-09-06,397,208,208,12.89,4,86.69,87,42.8,3.54,32
WH-14,2024-07-28,71,332,332,14.61,1,74.1,76,8.9,2.84,23
WH-20,2025-02-04,335,177,177,34.54,11,82.77,90,9.9,0.72,8
WH-17,2025-09-01,149,206,206,21.38,15,95.52,75,84.8,1.64,29
WH-18,2026-03-17,287,592,592,33.54,19,88.18,97,55.3,2.21,6
WH-16,2025-07-28,168,157,157,29.09,8,75.28,81,3.2,2.09,21
WH-04,2024-08-18,270,739,739,16.95,15,89.77,78,96.2,1.24,0
WH-01,2024-11-17,236,559,559,43.27,14,80.52,39,59.3,1.45,1
WH-20,2025-10-10,207,254,254,25.04,9,89.76,74,8.6,1.78,28
WH-05,2026-02-18,313,448,448,40.77,6,92.69,38,50.8,1.99,24
WH-03,2024-12-18,81,710,710,44.99,11,90.43,11,93.3,4.14,35
WH-01,2025-02-27,102,189,189,35.66,13,82.41,84,52.8,0.34,46
WH-19,2024-09-24,328,245,245,42.66,4,,65,0.9,2.56,0
WH-12,2025-01-11,111,560,560,18.82,1,90.1,74,2.2,2.94,48
WH-09,2024-06-08,230,547,547,10.36,14,78.27,51,64.0,3.71,31
WH-03,2024-08-09,162,570,570,28.86,3,70.15,36,34.1,2.45,9
WH-16,2025-03-23,242,481,481,17.91,19,85.97,40,85.2,0.09,43
WH-05,2024-11-22,146,754,754,22.85,14,79.37,45,18.4,3.1,13
WH-04,2025-11-17,382,736,736,27.43,17,86.24,86,12.7,3.67,21
WH-05,2024-06-14,160,496,496,25.94,16,,67,67.8,2.7,20
WH-02,2024-06-08,223,478,478,21.22,1,92.92,19,67.7,2.58,16
WH-05,2025-02-21,153,669,669,20.63,19,76.94,14,8.6,2.77,11
WH-05,2025-04-04,213,407,407,43.93,7,92.85,55,66.6,1.05,42
WH-15,2024-07-31,83,613,613,39.67,17,84.27,22,18.6,1.01,29
WH-03,2024-08-21,147,783,783,16.66,8,81.3,84,10.1,2.44,4
WH-09,2025-09-05,233,568,568,36.25,10,97.08,14,93.6,3.44,21
WH-05,2025-01-14,101,251,251,24.9,18,,29,44.5,2.66,9
WH-07,2025-11-09,299,734,734,38.92,13,75.31,76,80.0,4.72,46
WH-07,2026-01-29,376,573,573,15.04,8,79.96,51,70.9,2.16,39
WH-04,2025-03-23,195,537,537,19.57,9,85.92,19,99.9,1.23,42
WH-01,2025-05-08,218,392,392,34.59,17,,72,96.0,2.81,11
WH-18,2025-06-12,346,225,225,29.16,12,,16,41.9,0.76,11
WH-03,2025-10-23,254,356,356,13.36,7,77.37,17,4.5,2.74,13
WH-11,2024-12-01,178,557,557,35.3,4,91.94,39,66.5,2.85,37
WH-03,2025-04-13,329,343,343,20.37,0,76.07,54,43.0,4.95,30
WH-16,2024-06-24,256,554,554,25.71,0,92.09,74,61.3,3.53,35
WH-15,2025-10-13,109,596,596,10.26,13,82.3,64,79.5,0.43,0
WH-15,2025-06-11,327,116,116,11.26,6,,52,79.7,2.47,37
WH-01,2026-02-16,382,796,796,16.89,16,83.44,68,9.5,4.12,11
WH-01,2024-12-18,326,450,450,24.93,19,97.84,97,7.7,0.86,5
WH-14,2024-04-25,179,291,291,25.93,1,97.99,36,74.8,2.65,16
WH-10,2025-11-12,355,157,157,37.45,1,,51,56.9,0.48,18
WH-05,2024-10-19,381,213,213,25.81,14,76.31,45,26.5,2.87,22
WH-08,2025-05-12,275,753,753,42.76,20,71.87,82,76.7,1.64,44
WH-10,2024-10-09,365,468,468,25.08,6,94.92,96,79.3,2.52,5
WH-12,2025-08-02,80,670,670,25.83,19,83.36,83,95.7,1.0,50
WH-04,2026-02-19,385,619,619,43.16,11,97.64,44,28.3,4.36,46
WH-14,2024-04-26,341,759,759,27.14,3,73.19,61,17.3,3.84,9
WH-14,2024-08-21,143,446,446,16.58,19,84.62,42,95.4,0.53,5
WH-11,2025-12-21,366,262,262,10.91,13,90.27,19,21.2,2.85,36
WH-19,2025-05-27,79,278,278,23.1,18,70.12,81,79.2,2.63,40
WH-17,2025-12-02,391,121,121,20.29,14,88.45,40,83.7,4.97,14
WH-13,2025-02-05,235,103,103,10.58,5,94.71,12,74.0,4.68,2
WH-19,2024-08-06,244,187,187,17.92,3,74.56,34,61.7,2.32,28
WH-20,2024-05-04,227,750,750,28.97,6,78.71,92,95.7,0.48,46
WH-02,2025-10-20,225,289,1445,12.59,16,72.04,87,47.5,4.65,45
WH-15,2026-02-16,363,488,488,28.7,7,74.76,61,34.4,0.52,25
WH-19,2024-12-09,336,515,515,11.11,7,,31,30.3,0.38,42
WH-15,2024-06-18,357,614,614,11.02,3,96.86,15,9.3,0.81,37
WH-05,2025-05-17,100,704,704,10.76,16,93.9,56,21.0,0.15,24
WH-08,2025-04-29,380,319,1595,20.06,1,,11,35.3,4.23,37
WH-05,2024-06-11,100,125,125,12.63,20,86.68,68,39.8,1.15,43
WH-14,2024-08-27,143,290,290,26.88,7,81.89,58,53.3,2.1,30
WH-05,2026-04-07,220,377,377,27.15,15,86.22,72,25.7,0.32,19
WH-11,2025-09-25,214,543,543,27.23,17,93.3,23,51.4,4.55,4
WH-02,2024-08-10,235,519,519,21.13,14,87.41,43,80.5,4.27,25
WH-05,2024-06-21,365,649,649,17.16,1,84.72,84,76.1,1.62,5
WH-20,2024-05-26,104,766,766,38.53,3,96.52,30,24.3,3.93,7
WH-07,2025-11-05,133,710,710,44.25,19,86.59,85,81.4,4.44,45
WH-19,2025-04-04,242,198,198,36.27,16,95.04,42,43.6,4.16,34
WH-15,2025-10-31,212,421,421,38.19,17,81.73,34,19.6,1.29,18
WH-07,2024-06-04,155,241,241,32.6,5,75.23,86,52.1,0.95,17
WH-02,2024-07-19,165,399,399,16.35,2,76.79,66,48.5,0.82,30
WH-10,2025-07-11,138,277,277,40.22,11,86.37,33,85.5,3.98,7
WH-08,2024-10-27,373,467,467,42.1,14,87.48,98,70.1,2.05,33
WH-09,2026-03-07,88,426,426,27.61,18,84.01,20,25.6,0.69,40
WH-14,2025-04-21,295,175,175,15.09,5,76.95,60,52.2,0.52,2
WH-11,2024-05-01,339,189,189,24.55,12,77.7,64,59.5,3.12,18
WH-04,2025-11-30,127,238,238,41.46,13,87.61,25,49.3,3.6,42
WH-12,2025-09-18,332,220,220,38.29,6,96.76,95,56.3,4.11,17
WH-18,2024-07-09,285,445,445,30.17,8,71.9,32,35.8,0.52,26
WH-02,2024-10-21,392,198,198,29.99,18,96.96,44,5.7,3.0,27
WH-10,2025-03-06,222,599,599,21.39,19,,27,63.0,0.58,38
WH-02,2025-09-11,336,246,246,34.8,7,75.36,82,74.2,4.87,41
WH-15,2025-03-12,166,727,3635,44.99,17,83.49,48,2.2,1.8,34
WH-13,2024-10-12,307,741,741,21.66,2,85.07,38,80.5,2.58,41
WH-10,2025-08-24,90,537,537,22.96,8,84.31,41,86.7,0.52,36
WH-16,2025-05-25,204,658,658,35.99,2,73.26,66,69.7,3.97,38
WH-14,2025-07-22,358,569,569,22.62,6,81.86,60,33.0,0.92,28
WH-08,2025-06-01,203,777,777,31.14,17,93.81,41,84.3,3.72,29
WH-03,2026-01-09,359,797,797,35.44,16,95.25,33,27.0,4.06,30
WH-06,2024-12-18,73,600,600,21.26,17,,82,84.7,2.38,47
WH-19,2025-03-03,399,777,777,36.3,20,,39,88.0,1.92,28
WH-11,2025-06-02,365,554,554,18.26,4,87.19,10,79.7,0.34,2
WH-19,2026-03-05,112,534,534,24.09,17,94.89,22,38.2,1.94,32
WH-01,2024-12-24,98,755,755,17.37,17,71.87,19,88.4,3.62,6
WH-02,2025-02-07,312,195,195,43.99,15,81.92,33,40.1,4.28,43
WH-05,2025-05-05,395,391,391,20.37,12,92.2,30,37.1,2.82,43
WH-18,2026-03-20,57,504,504,37.55,20,73.7,54,53.2,3.64,49
WH-17,2024-07-20,50,363,363,40.09,14,91.56,76,79.9,2.42,7
WH-13,2024-08-27,348,377,377,17.34,7,92.88,85,34.6,2.02,26
WH-05,2025-09-18,64,708,708,37.8,6,82.63,88,25.2,1.57,11
WH-02,2025-01-20,53,112,112,37.06,14,86.71,85,22.7,4.83,46
WH-19,2026-02-10,283,363,363,41.66,13,95.36,83,76.3,3.45,21
WH-13,2026-02-28,225,162,162,12.22,0,83.74,32,45.3,4.48,29
WH-19,2025-02-17,163,536,536,37.41,7,79.3,45,39.0,1.21,15
WH-13,2026-04-07,56,153,153,14.4,10,93.8,95,36.2,3.86,21
WH-16,2025-10-05,309,477,477,17.47,7,92.79,25,91.2,3.54,1
WH-14,2025-05-01,372,106,106,32.79,1,81.86,45,72.3,3.15,36
WH-18,2024-10-27,355,473,2365,39.0,5,96.11,73,71.6,2.14,22
WH-11,2024-08-13,310,238,238,33.18,16,80.94,22,45.7,4.76,14
WH-03,2025-03-14,331,432,432,25.92,18,86.16,96,24.9,3.14,20
WH-15,2025-08-10,56,789,789,10.01,13,80.59,28,81.8,1.07,6
WH-03,2025-11-23,317,685,685,26.11,5,96.72,98,11.4,3.51,45
WH-18,2024-08-08,339,498,498,17.73,8,91.81,94,60.8,2.1,19
WH-05,2026-01-10,357,691,691,36.87,13,74.15,39,93.2,1.16,33
WH-15,2025-07-22,329,654,654,25.71,19,96.52,48,21.2,2.79,50
WH-07,2024-04-21,93,138,138,29.09,0,78.95,36,85.3,0.3,24
WH-02,2025-01-19,338,255,255,32.55,16,78.48,47,14.7,2.36,19
WH-15,2026-03-24,199,569,569,31.57,16,78.84,54,42.4,4.76,26
WH-20,2024-10-31,235,634,634,40.51,16,91.24,37,9.2,0.98,33
WH-08,2024-05-14,224,490,490,36.23,12,81.33,11,13.1,2.23,41
WH-12,2026-03-28,353,792,792,35.45,4,73.22,15,65.2,2.53,0
WH-16,2025-02-17,399,192,192,29.33,2,85.47,40,24.1,0.15,21
WH-07,2025-05-11,330,283,283,29.13,5,74.06,50,0.4,2.14,26
WH-05,2026-03-23,220,731,731,29.38,1,75.97,52,36.8,2.59,17
WH-01,2025-07-07,245,654,654,15.31,3,74.19,90,50.5,0.4,44
WH-11,2024-05-03,382,108,108,14.91,5,78.04,44,46.5,2.23,2
WH-11,2024-11-03,278,458,458,43.22,2,92.25,21,91.5,0.8,48
WH-11,2026-02-16,327,706,706,35.04,11,97.32,92,15.6,2.0,1
WH-19,2025-08-27,269,172,172,18.41,19,89.69,44,93.9,2.56,45
WH-07,2025-09-12,66,628,628,23.65,6,,87,84.8,1.89,18
WH-01,2026-01-28,117,642,642,31.99,18,81.17,33,68.0,4.84,8
WH-20,2025-01-26,160,689,689,42.64,18,73.4,95,22.1,4.66,46
WH-06,2025-08-28,240,428,428,36.07,10,81.91,10,10.7,0.23,34
WH-17,2025-10-30,166,154,154,31.36,5,97.65,32,53.7,0.46,11
WH-13,2026-03-05,371,632,632,41.39,14,75.8,80,46.8,1.71,26
WH-09,2024-04-22,288,246,246,42.16,19,96.03,63,1.7,4.78,5
WH-01,2024-10-11,64,424,424,43.51,7,93.9,79,79.3,4.3,24
WH-15,2025-04-27,117,179,179,29.23,1,71.11,61,81.3,4.77,23
WH-01,2025-07-08,343,496,496,21.2,5,89.4,47,2.8,0.7,21
WH-07,2025-10-03,237,738,738,23.1,11,96.47,97,28.8,2.34,35
WH-12,2025-08-12,122,445,445,31.59,14,77.96,80,67.3,0.4,35
WH-03,2024-10-23,185,362,362,19.01,17,79.61,39,6.2,3.33,36
WH-04,2025-05-24,169,115,115,13.66,20,97.31,89,18.5,2.71,4
WH-15,2025-05-22,70,786,786,19.78,12,93.84,87,73.3,0.28,7
WH-14,2025-07-13,93,641,641,39.18,20,76.44,12,4.5,4.18,0
WH-14,2025-01-29,174,418,418,28.06,7,96.58,67,22.5,4.2,21
WH-18,2025-08-06,264,581,581,18.42,3,83.14,14,51.4,2.67,0
WH-05,2025-08-18,346,671,671,37.21,4,,69,23.8,3.41,46
WH-19,2025-03-08,168,671,671,16.18,11,,74,22.2,1.59,18
WH-01,2025-06-09,114,148,148,31.61,11,94.59,30,20.0,4.96,27
WH-03,2026-04-09,156,533,533,39.77,11,97.66,69,63.6,3.75,6
WH-17,2025-03-19,110,648,648,14.49,6,80.46,77,21.9,4.94,40
WH-04,2025-08-25,246,657,657,32.51,16,77.96,21,40.6,4.28,35
WH-11,2026-03-08,288,251,251,22.64,12,78.98,10,79.3,0.09,12
WH-10,2025-12-05,107,261,261,12.81,3,82.39,55,19.6,0.38,30
WH-17,2024-12-16,274,183,183,22.14,5,71.05,57,23.7,0.8,47
WH-12,2026-01-19,109,274,274,17.35,3,,73,36.9,2.38,6
WH-12,2025-08-12,382,193,193,16.01,7,,31,3.3,4.49,27
WH-16,2025-08-10,304,300,300,39.49,16,91.76,76,56.5,1.53,44
WH-14,2026-01-29,261,727,727,15.98,19,79.74,20,21.9,0.6,45
WH-03,2024-04-23,396,525,525,40.41,15,89.27,61,78.2,4.8,50
WH-09,2024-06-14,352,132,132,11.09,5,76.75,70,44.0,1.42,47
WH-16,2024-11-02,108,216,1080,42.62,2,70.47,91,95.6,3.19,15
WH-01,2025-07-18,248,219,219,38.63,12,80.08,58,59.0,2.24,8
WH-03,2025-05-31,357,741,741,29.02,3,,22,72.3,4.54,49
WH-01,2025-11-24,73,690,690,29.52,13,87.14,40,77.7,0.09,26
WH-09,2026-02-13,151,771,771,14.36,2,83.07,28,66.5,2.45,17
WH-07,2025-12-31,262,545,545,19.66,17,70.77,46,33.3,1.46,18
WH-02,2025-08-20,138,292,292,15.88,11,91.34,89,83.1,0.56,30
WH-13,2025-09-05,130,797,797,22.49,18,88.87,17,34.5,3.57,44
WH-02,2025-04-21,324,580,580,15.77,13,74.71,15,55.4,3.67,41
WH-09,2025-05-11,355,112,560,35.57,2,89.84,13,73.8,4.98,15
WH-16,2025-09-02,93,521,521,21.89,15,90.29,44,81.7,1.69,39
WH-11,2025-07-10,140,786,786,26.05,8,74.35,85,41.4,2.2,20
WH-01,2024-10-30,373,392,392,18.91,7,87.72,60,22.2,4.16,33
WH-12,2025-02-15,255,279,279,35.37,14,96.79,99,9.9,0.92,2
WH-10,2025-01-21,112,661,661,17.64,11,79.02,62,23.1,0.83,28
WH-13,2025-07-31,333,326,326,13.48,18,80.22,61,79.6,3.6,20
WH-03,2025-10-19,174,546,546,21.26,18,,19,62.3,2.98,16
WH-15,2024-12-08,111,165,165,16.09,15,97.53,88,59.6,2.87,27
WH-02,2025-11-20,350,243,243,28.02,0,97.44,75,51.1,1.38,25
WH-10,2026-02-04,314,404,404,31.34,15,86.32,92,81.4,0.37,4
WH-12,2024-10-10,135,400,400,30.37,19,82.42,84,86.7,4.85,46
WH-13,2024-11-22,187,222,222,39.36,18,87.36,73,34.1,0.44,13
WH-15,2024-05-03,213,174,174,27.41,11,75.25,38,57.0,3.94,16
WH-19,2025-09-13,104,647,647,24.18,10,70.12,42,7.2,2.22,46
WH-02,2025-07-05,98,748,748,44.05,16,83.71,71,14.4,3.11,5
WH-10,2024-06-25,59,400,400,15.51,14,96.02,26,41.5,2.07,14
WH-07,2025-04-05,311,576,576,13.71,4,88.49,47,97.0,3.53,47
WH-06,2025-05-25,214,321,321,24.34,2,93.28,36,85.9,1.38,26
WH-12,2025-10-17,358,311,311,11.75,3,86.25,37,75.9,3.44,46
WH-19,2025-10-24,285,678,678,31.96,5,87.21,78,85.5,3.58,40
WH-03,2024-06-15,169,658,658,24.47,10,86.38,28,22.5,0.32,23
WH-11,2025-09-16,355,603,603,40.48,1,85.39,52,85.2,3.91,17
WH-05,2026-04-07,151,753,753,27.83,11,97.34,10,89.9,3.71,35
WH-12,2024-05-06,206,407,407,32.41,18,82.91,44,38.9,0.25,35
WH-17,2025-07-23,102,637,637,33.02,19,,28,9.2,4.29,11
WH-11,2024-10-18,326,409,409,10.18,17,95.09,10,37.9,1.92,8
WH-03,2024-06-03,162,509,509,39.71,0,76.26,59,92.6,0.03,15
WH-17,2024-06-26,363,578,578,43.72,6,,25,78.8,2.52,3
WH-11,2024-04-25,319,200,200,18.16,10,76.31,11,44.3,4.34,2
WH-05,2025-03-03,121,402,402,20.83,3,76.95,27,96.4,2.08,48
WH-02,2026-01-15,371,505,505,36.88,20,88.7,91,37.4,4.3,20
WH-01,2024-07-01,199,421,421,14.8,11,77.92,40,85.1,0.77,34
WH-07,2024-12-27,370,346,346,36.28,10,86.46,18,4.9,2.38,47
WH-09,2026-04-12,159,277,277,26.85,7,,40,29.4,4.2,30
WH-19,2025-03-26,244,621,621,29.87,5,77.13,54,93.2,4.57,17
WH-14,2025-01-19,325,273,273,24.74,19,88.36,25,70.3,3.68,25
WH-12,2026-02-24,71,777,777,18.47,0,83.86,21,89.9,1.07,41
WH-16,2025-05-25,222,765,765,13.62,11,81.02,88,40.3,0.26,33
WH-01,2024-12-04,222,736,736,21.61,8,86.63,62,99.6,2.91,32
WH-18,2025-11-16,331,527,527,29.0,16,95.98,22,87.9,4.6,27
WH-16,2026-03-27,197,596,596,39.08,19,75.09,96,76.9,2.96,22
WH-20,2024-06-20,203,293,293,29.22,0,86.39,88,5.6,4.21,31
WH-05,2024-04-14,366,539,539,18.39,10,89.96,22,64.2,4.6,30
WH-11,2024-05-19,301,195,195,24.53,6,80.36,100,33.0,4.6,23
WH-18,2025-09-13,302,685,685,14.23,8,94.0,59,57.3,0.51,8
WH-05,2024-07-15,100,197,197,35.08,19,94.62,61,79.4,4.48,43
WH-20,2026-02-17,244,608,608,31.16,10,74.82,32,2.3,1.8,32
WH-18,2026-02-12,327,278,278,14.01,19,,12,92.5,1.89,36
WH-14,2025-04-19,286,402,402,32.33,14,87.72,52,92.9,3.64,48
WH-04,2024-12-31,323,414,414,22.19,2,84.42,68,4.8,4.63,30
WH-06,2025-09-13,376,131,131,19.77,15,85.52,12,80.3,3.36,21
WH-15,2026-03-27,400,401,401,10.0,4,77.92,15,58.8,1.32,41
WH-03,2024-06-18,134,391,391,27.45,11,81.52,87,91.7,2.52,21
WH-05,2024-08-28,204,166,166,34.3,8,83.42,70,8.2,3.8,27
WH-06,2025-08-28,244,133,133,31.57,16,83.63,37,18.5,1.57,7
WH-19,2025-12-18,183,707,707,19.81,16,76.01,35,50.2,2.86,49
WH-18,2025-08-06,328,129,129,17.66,17,73.81,25,79.2,0.95,24
WH-17,2025-03-17,313,301,301,28.6,8,84.21,13,72.7,4.4,43
WH-01,2026-01-31,311,283,283,26.17,17,90.51,42,49.7,3.7,10
WH-10,2025-04-13,307,279,279,12.9,11,82.75,75,30.5,3.21,49
WH-06,2025-10-15,129,174,174,32.35,2,78.08,46,17.6,1.86,34
WH-13,2026-02-20,321,599,599,41.13,19,,64,17.3,2.61,42
WH-02,2024-05-16,324,408,408,24.49,12,77.96,46,78.8,1.18,22
WH-09,2025-05-03,303,779,779,31.04,16,74.58,70,19.5,4.8,44
WH-04,2025-07-10,392,101,101,18.07,14,84.55,80,10.0,1.05,17
WH-06,2025-06-04,125,798,798,27.81,9,,64,95.2,0.56,35
WH-16,2024-09-30,289,732,732,19.53,17,73.77,74,38.4,3.13,16
WH-08,2024-09-17,211,643,643,39.78,4,,64,64.7,1.75,18
WH-03,2025-10-17,172,323,323,44.03,20,95.47,84,79.2,2.45,23
WH-18,2024-04-28,128,690,690,33.38,7,95.72,83,32.3,3.96,14
WH-14,2026-03-04,60,278,278,27.75,19,71.85,52,27.5,4.87,7
WH-19,2025-01-31,78,345,345,38.58,18,,74,92.3,3.45,11
WH-19,2025-07-31,326,529,529,42.67,18,91.62,18,94.6,1.97,2
WH-16,2025-11-30,265,243,243,39.32,5,85.78,95,43.6,3.45,2
WH-12,2024-04-17,369,685,3425,34.04,7,96.97,93,28.5,3.19,12
WH-19,2025-07-25,180,509,509,32.61,0,82.43,94,94.1,2.66,22
WH-12,2025-09-28,334,420,420,13.05,14,81.53,60,50.6,3.79,46
WH-12,2025-07-24,135,445,445,10.09,11,71.3,20,68.9,4.52,28
WH-18,2025-08-22,185,306,306,21.24,14,74.14,36,13.4,1.64,39
WH-14,2024-10-22,232,704,704,16.97,14,79.03,40,47.1,0.11,26
WH-11,2025-05-12,350,492,492,12.56,14,89.74,26,35.9,2.51,2
WH-05,2025-01-13,383,445,445,19.03,6,86.52,58,6.6,1.19,36
WH-10,2024-06-21,91,220,220,12.66,19,95.78,32,56.2,1.92,44
WH-17,2025-10-07,58,281,281,18.91,8,89.48,87,25.9,3.45,41
WH-06,2026-02-14,123,571,571,43.99,14,91.57,93,32.6,3.7,14
WH-12,2026-01-02,244,512,512,11.15,11,73.64,43,70.0,1.76,10
WH-18,2025-11-13,349,775,775,15.09,9,73.28,95,22.8,2.59,13
WH-19,2025-10-25,271,474,474,11.73,1,83.56,57,90.2,1.83,39
WH-20,2024-08-08,239,784,784,37.72,3,91.59,47,16.5,0.3,13
WH-17,2024-12-14,249,661,661,42.03,17,,96,88.7,0.01,47
WH-17,2024-04-27,196,661,661,19.49,15,72.05,94,47.6,0.61,31
WH-16,2025-05-27,82,109,109,14.65,11,73.84,32,60.4,4.92,34
WH-13,2026-02-23,368,140,140,39.4,11,83.27,23,17.2,3.21,46
WH-10,2026-02-27,151,126,126,39.41,9,95.27,36,9.2,4.17,43
WH-06,2024-04-18,130,422,422,11.25,12,85.09,32,21.0,3.68,1
WH-17,2025-05-12,139,270,270,20.6,4,77.28,26,56.7,0.99,38
WH-18,2024-09-14,253,444,444,32.44,6,74.31,100,23.0,4.76,46
WH-16,2026-01-20,350,526,526,16.61,10,87.52,33,33.6,4.05,2
WH-01,2026-01-11,138,353,353,41.87,6,73.68,56,76.2,0.9,50
WH-04,2025-03-04,216,697,697,25.44,0,78.84,43,79.0,1.03,27
WH-05,2025-09-24,281,312,312,10.59,10,83.91,15,3.0,2.61,42
WH-04,2024-04-16,181,464,464,34.55,20,,26,79.0,2.81,29
WH-08,2025-10-23,58,493,493,29.23,20,82.61,60,37.3,4.4,41
WH-20,2026-01-01,133,247,247,34.04,0,82.06,60,30.1,3.76,34
WH-01,2024-10-26,202,504,504,20.76,15,73.32,58,33.3,3.07,30
WH-03,2025-02-09,93,673,673,22.46,1,86.49,51,70.1,4.97,21
WH-16,2025-10-20,400,148,148,24.2,5,77.5,61,47.2,0.29,9
WH-08,2026-02-16,224,175,175,14.49,5,78.78,81,43.8,0.69,8
WH-16,2025-10-04,257,434,434,16.21,4,85.48,97,54.7,1.69,23
WH-11,2025-10-13,221,723,723,20.21,16,,65,2.2,4.2,44
WH-08,2026-04-08,246,499,499,20.92,11,70.44,81,99.0,4.38,20
WH-01,2025-06-25,183,732,732,43.5,9,81.0,35,4.2,3.02,13
WH-06,2024-12-26,378,745,745,17.91,14,81.09,52,23.3,3.7,23
WH-09,2025-09-20,395,154,154,26.56,13,84.16,12,7.6,3.31,45
WH-03,2025-04-06,204,120,120,39.7,10,86.98,44,51.0,3.1,26
WH-05,2025-02-15,226,796,796,13.64,3,87.74,25,20.1,1.83,18
WH-05,2025-02-03,181,772,772,43.15,19,71.26,78,49.7,2.85,43
WH-12,2025-10-03,167,485,485,17.43,19,82.31,76,51.1,4.79,35
WH-04,2026-03-15,346,495,495,44.81,0,75.31,59,29.9,0.77,32
WH-12,2025-04-14,157,528,528,43.31,9,79.68,96,68.9,3.27,26
WH-15,2024-09-02,102,769,769,40.14,3,93.31,10,84.5,2.32,18
WH-18,2024-05-16,85,743,743,30.68,13,80.85,31,81.8,4.83,6
WH-05,2025-02-04,239,120,120,27.82,9,73.24,59,80.2,1.57,35
WH-17,2025-10-24,347,168,168,11.76,11,86.88,77,75.1,1.25,28
WH-20,2024-08-08,241,213,213,44.39,16,,41,38.9,0.69,0
WH-19,2025-07-06,170,212,212,23.66,2,85.21,38,85.3,2.36,44
