vehicle_id,maintenance_date,maintenance_type,cost,description,mechanic_id,mileage_at_service,next_maintenance_due,service_duration_hours
VEH-124,2025-01-01,repair,1223.08,Repair - scheduled,MECH-2,157924,2025-07-29,23.6
VEH-015,2025-06-05,repair,797.08,Repair - preventive,MECH-10,156016,2025-08-05,12.0
VEH-043,2024-04-17,replacement,423.83,Replacement - emergency,MECH-2,90937,2024-07-15,8.9
VEH-009,2024-05-16,replacement,1350.61,Replacement - preventive,MECH-8,183182,2025-03-10,17.5
VEH-211,2025-05-28,oil_change,706.73,Oil Change - routine,MECH-12,128105,2026-05-04,9.9
VEH-120,2026-02-14,replacement,334.23,Replacement - routine,MECH-16,198145,2026-05-18,5.2
VEH-071,2024-04-26,inspection,1845.89,Inspection - emergency,MECH-15,52361,2025-02-07,19.4
VEH-285,2024-11-25,oil_change,1935.92,Oil Change - scheduled,MECH-14,38194,2025-02-01,18.8
VEH-020,2025-07-23,oil_change,1160.47,Oil Change - preventive,MECH-11,100152,2026-05-29,8.4
VEH-186,2025-09-26,replacement,136.08,,MECH-3,145112,2026-07-13,10.1
VEH-125,2025-11-20,tire_rotation,912.7,Tire Rotation - preventive,MECH-11,51080,2026-10-31,10.8
VEH-028,2025-05-24,replacement,1036.4,Replacement - routine,MECH-11,78108,2026-05-11,5.8
VEH-119,2026-03-20,repair,695.06,Repair - scheduled,MECH-5,188630,2026-09-22,15.5
VEH-183,2025-11-04,brake_service,1057.63,Brake Service - preventive,MECH-18,57752,2025-12-31,12.3
VEH-145,2024-09-15,repair,1754.86,Repair - scheduled,MECH-14,25774,2024-11-28,6.0
VEH-266,2024-10-17,inspection,360.32,Inspection - emergency,MECH-3,154051,2025-08-24,22.6
VEH-295,2024-07-25,brake_service,1421.65,Brake Service - routine,MECH-12,174987,2025-04-04,6.4
VEH-062,2025-12-18,repair,1780.47,Repair - emergency,MECH-18,196545,2026-03-29,24.0
VEH-021,2025-05-01,tire_rotation,1399.28,Tire Rotation - preventive,MECH-13,41704,2025-07-20,3.7
VEH-186,2025-09-19,oil_change,1365.75,Oil Change - emergency,MECH-14,16358,2025-10-24,3.3
VEH-145,2024-07-13,tire_rotation,1330.08,Tire Rotation - scheduled,MECH-7,37508,2025-06-20,12.8
VEH-038,2025-01-17,replacement,1699.45,Replacement - routine,MECH-11,126996,2025-05-31,7.1
VEH-251,2025-05-02,brake_service,84.49,Brake Service - routine,MECH-14,133709,2025-08-22,7.4
VEH-237,2025-07-17,replacement,331.47,Replacement - preventive,MECH-18,181582,2026-01-28,23.4
VEH-046,2025-04-12,repair,612.47,Repair - preventive,MECH-12,142224,2025-05-22,18.7
VEH-273,2024-12-18,repair,1729.31,Repair - scheduled,MECH-16,180141,2025-01-28,21.1
VEH-095,2024-07-10,tire_rotation,1716.03,Tire Rotation - scheduled,MECH-12,136567,2025-01-03,14.4
VEH-230,2026-01-09,tire_rotation,470.17,Tire Rotation - emergency,MECH-19,66671,2026-11-03,13.4
VEH-068,2024-06-18,brake_service,537.7,Brake Service - scheduled,MECH-17,181253,2025-04-16,4.4
VEH-299,2024-08-03,repair,1341.41,Repair - routine,MECH-12,165198,2024-11-24,15.9
VEH-072,2025-01-29,inspection,1823.01,Inspection - preventive,MECH-10,85072,2025-12-25,13.5
VEH-128,2026-01-03,repair,924.5,Repair - scheduled,MECH-17,41191,2026-07-26,4.7
VEH-145,2024-08-22,tire_rotation,386.3,Tire Rotation - scheduled,MECH-10,156419,2025-08-04,15.1
VEH-273,2025-06-09,repair,540.44,Repair - scheduled,MECH-7,91651,2026-01-18,17.0
VEH-226,2024-11-07,brake_service,1751.4,Brake Service - emergency,MECH-10,14288,2025-10-27,12.0
VEH-256,2025-04-21,inspection,1633.59,Inspection - preventive,MECH-10,85552,2025-12-23,23.8
VEH-131,2026-03-23,repair,1677.93,Repair - preventive,MECH-11,186117,2026-09-28,12.0
VEH-168,2025-06-11,tire_rotation,375.11,Tire Rotation - emergency,MECH-18,63052,2026-04-15,3.7
VEH-191,2025-03-24,repair,920.59,Repair - routine,MECH-14,129168,2026-01-05,13.9
VEH-273,2026-04-09,oil_change,159.99,Oil Change - scheduled,MECH-12,194472,2026-09-11,12.6
VEH-162,2025-11-14,tire_rotation,1384.26,Tire Rotation - preventive,MECH-18,82296,2026-01-06,1.5
VEH-260,2024-10-10,tire_rotation,121.34,Tire Rotation - routine,MECH-15,169751,2025-05-15,15.8
VEH-194,2025-04-02,replacement,1142.28,Replacement - preventive,MECH-4,164240,2025-10-25,9.2
VEH-005,2024-11-27,repair,342.21,Repair - emergency,MECH-1,30769,2025-04-25,22.9
VEH-167,2024-07-10,inspection,625.19,Inspection - routine,MECH-5,19350,2025-04-01,19.1
VEH-150,2024-04-13,repair,1293.41,Repair - emergency,MECH-12,169908,2024-05-13,13.5
VEH-095,2025-10-18,tire_rotation,525.93,Tire Rotation - preventive,MECH-18,67833,2026-02-12,19.1
VEH-070,2025-10-02,general_check,862.64,General Check - routine,MECH-4,152241,2025-12-02,17.4
VEH-269,2025-06-18,general_check,1644.92,General Check - emergency,MECH-12,124338,2026-05-01,18.8
VEH-221,2026-01-05,brake_service,519.52,Brake Service - routine,MECH-18,140881,2026-06-18,23.5
VEH-007,2024-10-18,tire_rotation,1091.93,Tire Rotation - scheduled,MECH-4,162015,2024-12-12,19.1
VEH-205,2025-09-25,repair,914.26,Repair - preventive,MECH-14,180537,2026-02-27,14.8
VEH-232,2025-11-07,brake_service,114.35,Brake Service - emergency,MECH-10,51723,2026-03-22,4.9
VEH-029,2024-06-14,inspection,670.25,Inspection - scheduled,MECH-9,109697,,2.4
VEH-111,2025-06-28,brake_service,999.55,Brake Service - routine,MECH-2,61217,2025-11-02,17.7
VEH-262,2025-04-01,brake_service,911.91,Brake Service - preventive,MECH-20,191716,2025-06-23,4.9
VEH-107,2025-08-26,inspection,807.63,Inspection - preventive,MECH-8,129054,2026-07-23,23.4
VEH-011,2025-01-03,oil_change,682.63,Oil Change - preventive,MECH-1,168187,2025-02-06,13.8
VEH-064,2024-12-18,repair,1803.5,Repair - preventive,MECH-5,101595,2025-02-17,15.0
VEH-069,2025-03-07,tire_rotation,1638.61,Tire Rotation - preventive,MECH-12,96724,2025-04-26,17.3
VEH-230,2026-03-26,repair,512.75,Repair - emergency,MECH-4,110944,2026-08-27,18.0
VEH-177,2025-01-18,general_check,1457.82,General Check - scheduled,MECH-3,74368,2025-04-27,20.2
VEH-059,2024-04-17,inspection,246.77,Inspection - emergency,MECH-10,68470,2024-09-06,20.7
VEH-261,2025-10-24,tire_rotation,1374.4,Tire Rotation - preventive,MECH-3,89280,2026-07-15,9.4
VEH-227,2024-07-05,brake_service,409.57,Brake Service - scheduled,MECH-9,78949,2025-04-05,15.2
VEH-144,2024-08-15,replacement,195.37,Replacement - routine,MECH-12,137461,2025-07-05,18.0
VEH-120,2025-04-04,tire_rotation,330.41,Tire Rotation - preventive,MECH-19,52234,2025-05-16,19.0
VEH-096,2026-01-15,inspection,351.63,Inspection - preventive,MECH-11,181545,2026-08-03,21.8
VEH-083,2024-10-13,repair,262.7,Repair - preventive,MECH-16,158872,2025-04-06,15.9
VEH-063,2024-12-16,tire_rotation,795.03,Tire Rotation - scheduled,MECH-10,74123,2025-08-27,14.7
VEH-033,2025-12-01,inspection,722.66,Inspection - routine,MECH-14,98826,2026-08-15,17.1
VEH-037,2024-08-27,replacement,1055.0,Replacement - emergency,MECH-6,75114,2025-02-05,17.3
VEH-213,2024-08-05,tire_rotation,789.95,Tire Rotation - routine,MECH-3,59977,2024-12-16,10.8
VEH-244,2026-02-21,oil_change,1784.15,Oil Change - scheduled,MECH-14,90216,2026-12-29,17.5
VEH-277,2025-01-10,general_check,1770.35,General Check - scheduled,MECH-15,140373,2025-08-14,13.5
VEH-293,2025-03-23,brake_service,795.68,Brake Service - emergency,MECH-20,31572,2026-02-15,13.5
VEH-261,2025-03-12,repair,914.41,Repair - preventive,MECH-13,69774,2025-12-24,21.3
VEH-282,2025-02-12,brake_service,1750.11,Brake Service - scheduled,MECH-15,64104,2025-10-17,6.5
VEH-206,2024-07-04,tire_rotation,1853.29,Tire Rotation - emergency,MECH-2,130956,2024-08-26,23.8
VEH-182,2025-12-25,brake_service,120.9,Brake Service - scheduled,MECH-14,76485,2026-05-15,3.7
VEH-272,2026-01-19,oil_change,1993.59,Oil Change - routine,MECH-2,123668,2026-12-12,12.2
VEH-228,2025-06-12,brake_service,416.57,Brake Service - emergency,MECH-14,95898,,1.5
VEH-298,2025-12-09,repair,1978.93,Repair - preventive,MECH-16,72235,2026-07-02,2.7
VEH-178,2026-03-28,general_check,1551.13,General Check - scheduled,MECH-19,186194,2026-12-28,12.9
VEH-118,2025-07-22,brake_service,536.32,Brake Service - preventive,MECH-14,86799,2026-01-27,6.0
VEH-291,2024-08-18,general_check,1179.44,General Check - routine,MECH-10,150532,2025-05-07,10.8
VEH-274,2025-12-18,general_check,421.97,,MECH-20,110299,2026-08-22,17.8
VEH-129,2025-06-29,replacement,1442.83,Replacement - emergency,MECH-2,18019,2025-08-20,12.9
VEH-259,2026-04-02,tire_rotation,519.7,Tire Rotation - preventive,MECH-12,50713,2027-01-02,12.9
VEH-061,2026-04-10,replacement,197.26,Replacement - preventive,MECH-13,24401,2026-10-23,22.0
VEH-290,2025-06-23,replacement,844.61,Replacement - preventive,MECH-4,186001,2025-07-31,8.8
VEH-274,2024-12-07,brake_service,953.19,Brake Service - scheduled,MECH-8,84787,2025-04-12,19.1
VEH-111,2025-10-20,oil_change,1658.06,Oil Change - emergency,MECH-7,66491,2025-11-19,14.3
VEH-127,2024-09-04,replacement,1951.32,Replacement - scheduled,MECH-10,68336,,11.6
VEH-049,2024-08-20,general_check,1935.66,General Check - routine,MECH-18,19745,2025-08-15,2.4
VEH-194,2025-07-06,inspection,260.8,Inspection - routine,MECH-19,106711,2026-04-05,2.6
VEH-072,2025-08-21,replacement,1287.5,Replacement - scheduled,MECH-17,152259,2026-04-10,15.2
VEH-204,2025-08-03,repair,638.21,Repair - preventive,MECH-20,24036,2026-03-16,23.1
VEH-217,2025-07-05,tire_rotation,1160.96,Tire Rotation - routine,MECH-14,27024,2026-06-19,23.2
VEH-263,2025-03-10,oil_change,1608.02,Oil Change - scheduled,MECH-12,27025,2026-01-03,4.2
VEH-228,2025-05-02,repair,1007.92,Repair - scheduled,MECH-17,169948,2025-06-04,8.4
VEH-189,2026-01-31,general_check,1153.55,General Check - emergency,MECH-10,149904,2026-10-21,9.9
VEH-296,2025-07-01,brake_service,1281.88,Brake Service - routine,MECH-11,119685,2026-06-06,22.9
VEH-029,2024-12-27,general_check,1449.43,General Check - emergency,MECH-20,83327,2025-02-07,23.6
VEH-210,2024-10-30,brake_service,815.0,Brake Service - preventive,MECH-11,185921,2025-09-06,2.6
VEH-023,2025-11-07,tire_rotation,1000.98,Tire Rotation - emergency,MECH-1,149588,,15.1
VEH-077,2024-05-29,brake_service,1944.16,Brake Service - emergency,MECH-9,83558,2024-09-01,1.1
VEH-259,2024-11-21,oil_change,1485.52,Oil Change - routine,MECH-5,43985,2025-02-14,13.6
VEH-036,2024-11-15,replacement,1641.18,Replacement - emergency,MECH-20,139661,2025-03-09,23.4
VEH-026,2024-09-02,brake_service,1939.57,Brake Service - routine,MECH-3,76370,2025-02-05,10.5
VEH-018,2024-12-26,brake_service,1497.02,,MECH-11,104626,2025-07-15,11.4
VEH-204,2025-07-21,tire_rotation,1192.76,Tire Rotation - routine,MECH-20,151120,2025-10-22,5.6
VEH-176,2025-08-26,general_check,1672.17,,MECH-5,80497,2026-06-07,9.1
VEH-190,2024-04-13,repair,1080.11,,MECH-16,185181,2024-10-15,18.1
VEH-127,2025-03-02,replacement,797.01,Replacement - preventive,MECH-2,131940,2025-05-14,14.1
VEH-120,2026-02-14,oil_change,1399.04,Oil Change - routine,MECH-17,95858,2027-01-26,11.2
VEH-101,2025-11-27,inspection,1247.07,Inspection - routine,MECH-20,120097,2026-07-31,14.8
VEH-199,2026-03-31,brake_service,188.99,Brake Service - preventive,MECH-6,15937,,21.2
VEH-158,2025-02-01,tire_rotation,1947.04,Tire Rotation - preventive,MECH-15,174465,2025-04-07,2.0
VEH-133,2024-05-11,replacement,307.06,Replacement - preventive,MECH-6,179947,2024-09-12,13.7
VEH-131,2025-11-27,general_check,1866.7,General Check - routine,MECH-19,46280,2026-05-03,18.1
VEH-100,2025-09-22,inspection,70.13,Inspection - preventive,MECH-5,136540,2025-12-28,15.2
VEH-024,2026-02-25,tire_rotation,1144.82,Tire Rotation - routine,MECH-19,80293,,15.1
VEH-173,2025-03-27,tire_rotation,867.66,Tire Rotation - routine,MECH-1,184534,2026-03-14,2.4
VEH-211,2024-11-05,general_check,62.71,General Check - scheduled,MECH-4,162388,2025-04-06,14.1
VEH-031,2025-03-08,inspection,1231.17,Inspection - scheduled,MECH-5,170741,2025-11-28,2.9
VEH-046,2024-05-11,oil_change,1551.49,Oil Change - emergency,MECH-20,158716,2024-11-14,5.4
VEH-074,2025-10-23,inspection,1678.55,,MECH-8,197551,2026-07-03,23.0
VEH-291,2025-06-09,brake_service,1421.28,Brake Service - scheduled,MECH-11,135784,2026-03-30,16.2
VEH-265,2026-03-10,replacement,1311.84,Replacement - preventive,MECH-1,126703,2027-02-01,22.0
VEH-168,2025-09-11,oil_change,1037.94,Oil Change - routine,MECH-19,53318,2026-03-21,18.5
VEH-207,2025-12-04,general_check,1235.98,General Check - preventive,MECH-7,154463,2026-06-28,9.4
VEH-054,2025-12-03,repair,1605.23,Repair - preventive,MECH-8,195309,2026-05-18,8.6
VEH-002,2025-01-21,general_check,1426.12,General Check - preventive,MECH-11,64716,,3.7
VEH-115,2025-01-26,general_check,213.85,General Check - scheduled,MECH-16,136454,2025-07-02,19.8
VEH-293,2025-12-06,replacement,1989.14,Replacement - routine,MECH-14,14010,2026-06-08,16.2
VEH-029,2024-09-04,inspection,604.29,Inspection - scheduled,MECH-17,135140,2025-05-20,17.5
VEH-042,2024-07-08,general_check,1904.71,General Check - preventive,MECH-6,78871,2024-10-11,11.7
VEH-076,2024-05-30,repair,138.59,Repair - routine,MECH-4,176282,2024-10-19,10.0
VEH-263,2025-03-23,tire_rotation,1243.49,Tire Rotation - emergency,MECH-5,125381,2025-12-02,15.8
VEH-103,2025-04-22,tire_rotation,1313.46,Tire Rotation - emergency,MECH-9,56986,2025-06-28,10.8
VEH-166,2025-04-21,repair,1563.41,Repair - scheduled,MECH-1,84855,2025-12-13,8.0
VEH-210,2025-02-07,repair,1052.59,Repair - emergency,MECH-11,88005,2025-08-01,5.0
VEH-084,2025-12-18,tire_rotation,342.83,Tire Rotation - emergency,MECH-17,54492,2026-01-21,7.7
VEH-128,2024-09-06,tire_rotation,1072.68,Tire Rotation - emergency,MECH-11,87651,2025-07-13,5.6
VEH-224,2025-10-07,brake_service,861.53,Brake Service - scheduled,MECH-19,35818,2026-09-28,14.6
VEH-048,2025-03-25,replacement,1700.51,Replacement - emergency,MECH-13,103662,2025-09-07,20.6
VEH-268,2025-12-23,oil_change,1456.64,Oil Change - scheduled,MECH-13,92002,2026-03-08,5.8
VEH-213,2025-10-24,inspection,604.41,Inspection - preventive,MECH-19,152407,2026-04-25,11.2
VEH-199,2024-12-02,replacement,1528.32,Replacement - scheduled,MECH-1,180453,2025-06-29,2.2
VEH-187,2025-05-25,brake_service,748.3,,MECH-15,122170,,9.3
VEH-221,2024-10-24,general_check,275.75,General Check - emergency,MECH-4,11622,2025-10-03,3.4
VEH-255,2025-12-24,repair,1271.45,Repair - scheduled,MECH-11,109470,2026-04-01,4.9
VEH-044,2026-03-01,general_check,445.91,General Check - preventive,MECH-20,81777,2026-06-29,10.4
VEH-009,2025-07-28,general_check,894.36,General Check - preventive,MECH-5,133124,2026-06-16,2.8
VEH-169,2025-05-21,tire_rotation,1342.59,Tire Rotation - routine,MECH-5,184537,2025-09-22,15.2
VEH-185,2024-11-29,replacement,1976.24,Replacement - emergency,MECH-4,173953,2025-05-31,3.7
VEH-257,2025-06-18,tire_rotation,1673.72,Tire Rotation - preventive,MECH-11,47159,2025-10-03,16.2
VEH-203,2025-03-19,inspection,1900.77,Inspection - preventive,MECH-11,187264,2025-09-18,14.3
VEH-088,2026-02-26,oil_change,1097.61,Oil Change - emergency,MECH-16,93693,2026-11-19,11.9
VEH-111,2025-07-03,replacement,1198.97,Replacement - scheduled,MECH-1,146328,2025-11-22,2.3
VEH-025,2026-02-21,oil_change,1910.7,Oil Change - preventive,MECH-18,55823,2026-08-02,10.1
VEH-134,2024-10-23,tire_rotation,537.52,Tire Rotation - emergency,MECH-4,131296,2024-11-25,11.3
VEH-186,2025-09-19,inspection,846.78,Inspection - routine,MECH-5,123852,2025-11-25,22.6
VEH-014,2024-07-04,replacement,939.19,Replacement - scheduled,MECH-19,90891,2024-08-04,2.7
VEH-162,2026-02-12,brake_service,698.48,Brake Service - scheduled,MECH-17,129372,2026-09-25,11.6
VEH-082,2026-03-27,inspection,110.65,Inspection - scheduled,MECH-8,105229,2026-10-31,11.0
VEH-235,2025-01-04,oil_change,1165.98,Oil Change - scheduled,MECH-9,166817,2025-12-28,23.6
VEH-218,2024-10-15,replacement,706.17,Replacement - emergency,MECH-16,124824,2025-04-15,22.6
VEH-020,2025-03-06,general_check,1681.36,General Check - preventive,MECH-20,104171,2025-05-08,12.4
VEH-135,2024-07-13,tire_rotation,1614.11,Tire Rotation - routine,MECH-7,12171,2025-05-21,2.3
VEH-199,2025-02-27,repair,1990.7,Repair - scheduled,MECH-11,63886,2025-10-31,23.8
VEH-091,2025-11-21,general_check,712.06,General Check - scheduled,MECH-20,181149,2026-01-07,2.7
VEH-107,2024-08-22,repair,1471.87,Repair - scheduled,MECH-16,126606,2025-08-06,16.4
VEH-164,2024-11-22,brake_service,1634.55,Brake Service - emergency,MECH-8,94338,2025-07-12,6.9
VEH-031,2024-06-19,tire_rotation,366.53,Tire Rotation - emergency,MECH-19,21956,2025-01-01,4.1
VEH-182,2025-07-13,general_check,993.86,General Check - preventive,MECH-4,74201,2026-01-11,18.7
VEH-034,2024-11-28,repair,1827.02,Repair - scheduled,MECH-10,60527,2025-10-15,10.0
VEH-229,2026-01-03,repair,1376.22,Repair - scheduled,MECH-7,143538,2026-03-05,7.4
VEH-181,2024-10-18,inspection,1043.05,Inspection - routine,MECH-5,108062,2025-04-09,7.2
VEH-207,2024-10-06,repair,1335.72,Repair - emergency,MECH-2,158893,2025-07-03,10.2
VEH-167,2025-06-12,oil_change,661.57,Oil Change - routine,MECH-19,20877,2026-04-06,14.8
VEH-281,2025-02-16,brake_service,1643.53,Brake Service - emergency,MECH-14,84289,2025-04-28,5.3
VEH-236,2024-12-17,oil_change,1678.28,,MECH-10,28071,2025-10-18,14.6
VEH-075,2025-05-28,brake_service,581.46,Brake Service - routine,MECH-11,113223,2026-05-10,22.3
VEH-013,2025-04-13,inspection,601.29,Inspection - preventive,MECH-4,24378,2026-02-23,21.6
VEH-187,2025-04-05,repair,1646.96,Repair - preventive,MECH-4,22642,2025-12-06,1.3
VEH-058,2024-06-12,replacement,1258.63,Replacement - scheduled,MECH-2,30253,2025-05-13,2.4
VEH-205,2024-11-25,tire_rotation,1684.36,Tire Rotation - scheduled,MECH-17,170844,2025-05-28,12.8
VEH-290,2025-05-07,repair,745.08,Repair - emergency,MECH-4,27778,2025-06-13,12.3
VEH-181,2025-07-09,general_check,347.83,General Check - preventive,MECH-9,122986,2026-01-13,10.7
VEH-191,2025-04-05,oil_change,1127.44,Oil Change - scheduled,MECH-4,179276,2025-07-03,18.4
VEH-263,2026-03-04,oil_change,1605.97,Oil Change - emergency,MECH-17,35219,2026-12-30,3.8
VEH-055,2026-03-11,replacement,1847.24,Replacement - preventive,MECH-6,113256,2026-07-25,18.7
VEH-282,2025-03-02,general_check,1541.15,General Check - emergency,MECH-1,155100,2026-02-20,10.4
VEH-190,2024-05-05,general_check,1878.23,,MECH-14,99883,2024-10-30,4.7
VEH-181,2024-06-02,tire_rotation,1449.72,Tire Rotation - scheduled,MECH-3,60195,2024-07-10,9.4
VEH-178,2024-12-06,repair,571.69,Repair - scheduled,MECH-1,13166,2025-04-20,22.6
VEH-090,2024-09-01,brake_service,355.83,Brake Service - scheduled,MECH-16,79876,2025-04-18,17.6
VEH-184,2025-06-01,repair,332.85,Repair - routine,MECH-5,145253,2026-04-03,16.1
VEH-189,2024-12-28,replacement,1535.48,Replacement - preventive,MECH-12,162048,2025-03-06,10.6
VEH-048,2024-11-01,repair,972.69,Repair - scheduled,MECH-12,81694,2025-06-01,18.5
VEH-216,2024-10-01,general_check,1927.73,General Check - emergency,MECH-18,146884,2025-06-18,3.4
VEH-129,2025-07-29,tire_rotation,331.59,Tire Rotation - routine,MECH-10,80439,2025-10-10,11.4
VEH-192,2025-08-06,repair,243.13,Repair - emergency,MECH-5,141668,2025-10-12,13.4
VEH-268,2024-11-03,general_check,521.68,General Check - emergency,MECH-2,77000,2025-05-23,16.0
VEH-227,2025-01-03,tire_rotation,1605.87,Tire Rotation - scheduled,MECH-6,46218,2025-03-18,21.0
VEH-242,2024-10-31,brake_service,1164.83,Brake Service - emergency,MECH-6,22313,2025-05-06,18.2
VEH-095,2025-09-20,oil_change,1494.08,Oil Change - routine,MECH-2,37887,2026-03-16,17.1
VEH-047,2025-04-05,tire_rotation,1057.47,Tire Rotation - scheduled,MECH-12,162165,2025-05-05,3.3
VEH-023,2024-08-04,replacement,1141.0,Replacement - routine,MECH-13,155606,2025-03-16,1.6
VEH-195,2026-03-27,tire_rotation,1056.58,Tire Rotation - routine,MECH-13,45862,2026-12-05,6.1
VEH-264,2024-09-01,repair,532.07,Repair - emergency,MECH-15,106388,2025-07-02,22.7
VEH-080,2024-05-16,tire_rotation,1240.6,Tire Rotation - preventive,MECH-1,164739,2025-03-20,22.2
VEH-150,2024-06-17,general_check,510.21,General Check - scheduled,MECH-14,52656,2024-12-31,12.9
VEH-034,2024-10-13,brake_service,1356.2,Brake Service - emergency,MECH-10,24823,,8.1
VEH-054,2024-09-13,brake_service,1585.83,Brake Service - scheduled,MECH-6,129286,2025-02-15,18.1
VEH-103,2025-07-19,oil_change,399.59,Oil Change - emergency,MECH-11,137416,2025-11-08,10.8
VEH-086,2024-12-24,replacement,635.88,Replacement - routine,MECH-7,49430,2025-03-06,6.5
VEH-119,2025-01-30,replacement,815.33,Replacement - scheduled,MECH-6,35365,2025-11-03,14.4
VEH-063,2024-05-05,oil_change,874.09,Oil Change - preventive,MECH-14,197370,2024-09-06,2.2
VEH-229,2024-04-23,inspection,200.81,Inspection - preventive,MECH-4,62521,2024-08-10,22.7
VEH-221,2024-12-29,brake_service,592.3,Brake Service - preventive,MECH-11,139657,2025-01-29,19.2
VEH-242,2024-10-24,oil_change,1458.34,Oil Change - preventive,MECH-12,65225,2025-05-06,6.3
VEH-060,2026-01-05,tire_rotation,442.15,Tire Rotation - emergency,MECH-7,20259,2026-11-24,20.5
VEH-038,2024-09-13,general_check,364.59,General Check - routine,MECH-3,142147,2025-03-05,21.7
