date,location,fuel_type,price_per_liter,station_brand
2026-02-12,Hamburg,e5,1.459,BP
2025-03-01,Berlin,e5,1.782,BP
2024-07-06,Hamburg,e10,1.307,BP
2024-05-24,Dusseldorf,petrol,1.23,BP
2024-11-13,Leipzig,diesel,1.239,Rewe
2024-09-19,Dusseldorf,electric,0.288,Total
2025-01-19,Leipzig,electric,0.327,Aral
2024-07-19,Munich,e5,1.205,Aral
2025-08-24,Hamburg,electric,0.231,Rewe
2024-10-09,Frankfurt,electric,0.263,EDEKA
2025-08-08,Frankfurt,e5,2.14,Rewe
2026-01-10,Berlin,petrol,1.864,Shell
2024-07-06,Munich,e5,1.901,BP
2025-04-15,Hamburg,e5,1.85,Aral
2024-11-13,Dresden,diesel,2.146,Rewe
2024-05-07,Leipzig,e10,1.266,BP
2025-11-25,Leipzig,e10,1.939,Rewe
2024-10-11,Munich,e10,1.71,Rewe
2024-04-13,Munich,diesel,2.09,Total
2024-08-26,Dortmund,e5,1.553,EDEKA
2025-07-03,Cologne,e10,1.315,Rewe
2024-11-24,Berlin,electric,0.336,BP
2024-05-09,Hamburg,electric,0.256,Total
2024-11-19,Berlin,petrol,2.084,EDEKA
2025-01-20,Leipzig,e10,2.197,BP
2024-06-26,Dusseldorf,petrol,1.542,Aral
2025-04-03,Dortmund,diesel,1.596,EDEKA
2024-12-03,Dortmund,diesel,1.333,BP
2025-06-20,Cologne,e5,1.745,Aral
2025-07-27,Dortmund,diesel,1.977,Aral
2025-05-11,Dusseldorf,e5,1.794,Aral
2024-12-13,Dortmund,electric,0.245,EDEKA
2026-04-12,Frankfurt,petrol,1.655,Aral
2025-03-22,Cologne,e10,1.534,Total
2026-02-12,Berlin,electric,0.35,Shell
2025-03-19,Dortmund,e5,1.768,EDEKA
2026-02-09,Stuttgart,diesel,1.203,BP
2026-02-15,Stuttgart,e5,1.843,EDEKA
2026-01-03,Frankfurt,electric,0.295,Total
2025-10-19,Frankfurt,electric,0.458,BP
2025-12-15,Stuttgart,petrol,1.489,Total
2024-04-23,Dortmund,e10,1.593,Aral
2025-09-26,Frankfurt,e5,1.769,Rewe
2025-08-01,Dresden,petrol,1.547,Rewe
2025-03-17,Leipzig,e10,1.476,Total
2025-04-05,Dresden,e10,2.034,BP
2024-06-04,Leipzig,petrol,1.458,BP
2026-02-10,Dusseldorf,diesel,1.731,BP
2025-05-04,Dusseldorf,e5,2.056,Rewe
2024-11-03,Hamburg,petrol,1.683,Aral
2025-03-01,Dresden,e10,1.623,Shell
2024-12-18,Dusseldorf,electric,0.4,Total
2024-05-26,Dusseldorf,electric,0.421,BP
2025-09-10,Munich,e5,1.539,Shell
2025-06-05,Munich,petrol,1.295,EDEKA
2025-12-17,Munich,electric,0.419,Rewe
2025-09-18,Hamburg,electric,0.352,Rewe
2025-05-31,Berlin,e5,1.345,Total
2024-06-24,Munich,diesel,1.486,Rewe
2024-08-20,Dortmund,petrol,1.381,Total
2025-07-06,Cologne,diesel,1.974,BP
2024-09-24,Dresden,e10,1.543,EDEKA
2024-11-05,Frankfurt,petrol,1.916,EDEKA
2024-09-29,Munich,petrol,5.688,Rewe
2025-12-23,Frankfurt,diesel,1.662,Shell
2024-11-14,Berlin,diesel,1.76,BP
2025-08-28,Munich,petrol,1.612,Rewe
2026-02-12,Leipzig,diesel,1.99,Total
2024-05-12,Cologne,electric,0.227,Shell
2026-02-27,Dusseldorf,e10,1.306,Shell
2025-07-25,Dortmund,electric,0.236,Shell
2025-08-16,Hamburg,petrol,1.561,Total
2025-06-19,Munich,e10,1.79,EDEKA
2024-05-15,Hamburg,electric,0.41,Aral
2026-02-22,Stuttgart,diesel,2.035,Aral
2026-03-30,Dresden,electric,0.303,BP
2024-08-23,Dresden,e10,1.519,Aral
2024-05-07,Stuttgart,petrol,2.113,Total
2024-07-12,Dortmund,electric,0.493,BP
2024-09-27,Dusseldorf,e5,1.22,Rewe
2025-02-19,Cologne,diesel,1.682,EDEKA
2025-06-10,Dresden,e5,1.829,Shell
2024-05-04,Munich,diesel,2.147,Aral
2025-06-24,Munich,e10,1.758,Aral
2024-05-14,Dresden,petrol,1.29,Aral
2026-04-01,Dortmund,e10,1.317,Aral
2025-04-09,Cologne,e10,1.265,EDEKA
2024-11-27,Frankfurt,e10,6.189,Total
2026-02-03,Leipzig,e5,1.599,Total
2025-05-12,Frankfurt,electric,0.468,Rewe
2025-04-10,Dortmund,electric,0.22,Rewe
2026-02-18,Frankfurt,petrol,1.641,Aral
2025-01-08,Munich,diesel,1.509,Rewe
2026-03-23,Frankfurt,petrol,1.585,Total
2025-08-10,Frankfurt,petrol,1.244,Total
2025-07-19,Leipzig,electric,0.462,EDEKA
2024-04-18,Hamburg,e10,1.617,EDEKA
2025-05-22,Stuttgart,electric,0.236,Aral
2025-08-27,Cologne,e10,1.586,BP
2025-04-29,Leipzig,petrol,1.553,EDEKA
2025-01-04,Stuttgart,diesel,2.113,Aral
2024-09-29,Frankfurt,electric,0.323,BP
2025-12-19,Frankfurt,electric,0.444,Aral
2025-11-23,Frankfurt,e5,1.603,Total
2024-10-19,Hamburg,e10,1.355,BP
2024-12-13,Dortmund,e10,1.58,BP
2026-03-21,Munich,e5,1.91,Shell
2025-11-05,Dresden,electric,0.206,Shell
2026-03-14,Cologne,diesel,1.728,Total
2024-07-09,Leipzig,electric,0.267,BP
2025-04-07,Stuttgart,petrol,2.192,EDEKA
2025-05-27,Dortmund,e10,1.363,Aral
2026-01-15,Leipzig,diesel,1.282,BP
2026-02-06,Dusseldorf,diesel,1.665,Aral
2024-12-18,Hamburg,diesel,1.345,Rewe
2025-08-26,Dortmund,e5,2.094,Aral
2025-04-05,Cologne,electric,0.458,Shell
2026-01-10,Dortmund,electric,0.478,Rewe
2025-05-28,Berlin,e5,1.212,BP
2025-07-05,Dortmund,e10,1.239,Aral
2024-10-19,Dortmund,petrol,2.059,Aral
2026-02-27,Berlin,electric,0.449,Aral
2025-04-13,Dresden,e10,1.76,Rewe
2025-02-05,Dusseldorf,e10,1.905,Total
2025-07-02,Frankfurt,electric,0.316,EDEKA
2026-01-15,Dortmund,diesel,1.731,Rewe
2024-08-03,Munich,electric,0.279,EDEKA
2025-03-09,Berlin,electric,0.257,EDEKA
2025-02-19,Frankfurt,electric,0.314,Total
2025-04-29,Stuttgart,diesel,1.558,Total
2025-05-05,Frankfurt,e5,2.165,EDEKA
2025-08-27,Dusseldorf,electric,0.294,EDEKA
2024-08-29,Dortmund,electric,0.37,BP
2025-12-08,Dresden,e10,1.347,Total
2025-05-26,Leipzig,electric,0.351,Rewe
2024-11-02,Berlin,diesel,1.992,Aral
2025-03-23,Leipzig,e5,2.057,Shell
2025-11-25,Hamburg,diesel,2.055,BP
2026-01-04,Frankfurt,petrol,2.009,BP
2025-04-12,Cologne,e5,1.42,Total
2024-07-03,Hamburg,e5,1.69,Aral
2025-07-08,Cologne,diesel,1.863,Rewe
2025-05-11,Berlin,e10,1.44,Shell
2024-12-18,Stuttgart,electric,0.423,Aral
2025-10-18,Stuttgart,e10,2.04,Total
2025-06-12,Dortmund,e10,1.564,Shell
2025-04-29,Dusseldorf,electric,0.468,Total
2025-03-26,Dusseldorf,e10,1.22,Shell
2025-03-12,Dusseldorf,e5,1.551,Rewe
2025-11-03,Stuttgart,e10,1.297,Total
2024-10-13,Berlin,electric,0.463,Aral
2025-05-21,Dortmund,e10,1.342,EDEKA
2024-12-12,Dusseldorf,electric,0.211,BP
2026-01-16,Dusseldorf,e10,1.346,EDEKA
2024-06-23,Dortmund,petrol,1.62,Shell
2025-02-24,Dusseldorf,diesel,1.845,BP
2026-03-14,Stuttgart,petrol,1.737,Shell
2024-05-29,Dusseldorf,petrol,1.648,Rewe
2025-07-26,Cologne,petrol,6.021000000000001,Shell
2025-01-25,Leipzig,diesel,1.542,BP
2025-11-30,Cologne,diesel,2.069,Aral
2025-10-01,Berlin,petrol,1.367,EDEKA
2024-12-25,Frankfurt,electric,0.762,Shell
2026-03-31,Berlin,e10,1.993,BP
2025-06-28,Dresden,e5,1.794,Aral
2024-05-03,Dortmund,e10,2.141,Total
2025-11-09,Dresden,petrol,1.893,Aral
2026-02-05,Cologne,e10,1.845,Shell
2024-06-11,Dusseldorf,petrol,1.963,Shell
2024-08-22,Dresden,e5,1.306,Rewe
2025-09-12,Dortmund,diesel,1.868,BP
2025-04-16,Leipzig,e5,1.284,Rewe
2024-09-22,Cologne,e5,2.147,EDEKA
2025-06-08,Dortmund,petrol,1.839,EDEKA
2025-11-25,Munich,e10,2.035,Rewe
2025-11-28,Dresden,e5,2.052,Aral
2026-01-18,Munich,e5,2.177,EDEKA
2025-09-17,Stuttgart,petrol,1.739,BP
2025-10-25,Cologne,e5,1.759,Total
2024-08-01,Dusseldorf,diesel,2.018,BP
2026-03-06,Frankfurt,petrol,1.951,Rewe
2025-06-03,Cologne,electric,0.363,EDEKA
2024-10-05,Dortmund,e10,1.249,EDEKA
2026-03-27,Berlin,electric,0.375,Shell
2025-12-27,Dortmund,electric,0.446,Shell
2025-12-29,Dusseldorf,electric,0.243,EDEKA
2025-09-17,Dresden,e10,1.93,EDEKA
2026-04-01,Stuttgart,e10,1.969,Total
2025-03-25,Stuttgart,e10,1.211,BP
2024-07-20,Munich,e10,2.133,Aral
2024-09-26,Berlin,e5,1.414,Total
2026-03-11,Munich,petrol,1.292,Rewe
2024-10-03,Leipzig,e5,2.067,Rewe
2025-08-09,Hamburg,e5,1.849,BP
2025-06-07,Dortmund,diesel,1.295,Total
2025-03-21,Dortmund,electric,0.471,Shell
2026-04-11,Munich,petrol,1.857,Aral
2024-11-10,Berlin,electric,0.28,BP
2025-06-04,Dortmund,diesel,1.684,Total
2024-08-28,Dusseldorf,electric,0.457,Aral
2024-12-19,Berlin,e5,2.041,Total
2025-01-05,Dortmund,e10,1.57,BP
2024-12-16,Cologne,diesel,1.845,Aral
2025-11-08,Dortmund,electric,0.266,BP
2024-10-08,Dresden,petrol,2.024,Total
2024-10-19,Cologne,e10,1.293,Total
2025-07-31,Frankfurt,electric,0.266,BP
2024-08-22,Dusseldorf,diesel,2.186,Shell
2025-11-28,Stuttgart,electric,0.492,Total
2024-09-30,Dortmund,e10,1.433,EDEKA
2025-01-30,Dresden,electric,0.394,BP
2026-02-05,Dusseldorf,petrol,1.637,Shell
2024-05-01,Cologne,diesel,1.921,Aral
2025-05-29,Munich,e5,1.543,Shell
2025-03-13,Dusseldorf,e10,1.452,EDEKA
2026-01-19,Frankfurt,diesel,2.063,Aral
2025-06-08,Munich,e10,1.928,Total
2025-06-13,Hamburg,diesel,2.129,Shell
2025-04-02,Cologne,e5,1.99,Shell
2025-10-22,Leipzig,e10,1.205,Aral
2025-02-14,Munich,diesel,2.198,Aral
2024-12-24,Munich,diesel,2.024,Total
2024-10-30,Frankfurt,e5,1.563,Shell
2025-06-13,Stuttgart,diesel,2.126,Total
2025-08-29,Dresden,petrol,1.951,BP
2026-01-18,Dortmund,e10,1.719,Rewe
2024-06-07,Hamburg,diesel,1.968,EDEKA
2024-09-28,Cologne,diesel,1.347,EDEKA
2024-05-24,Hamburg,e10,5.049,Aral
2024-12-16,Frankfurt,e5,1.835,Shell
2025-08-24,Cologne,diesel,1.938,Aral
2025-01-23,Dusseldorf,e5,2.168,BP
2025-10-27,Frankfurt,electric,0.353,BP
2025-05-16,Frankfurt,electric,0.346,BP
2024-04-23,Stuttgart,electric,0.4,Aral
2025-07-21,Berlin,e10,2.138,Shell
2024-12-23,Dortmund,petrol,2.156,Rewe
2025-08-02,Berlin,e10,1.801,Rewe
2025-08-02,Hamburg,diesel,1.226,Shell
2025-09-08,Cologne,petrol,1.543,EDEKA
2024-04-30,Cologne,e10,1.756,Total
2024-12-13,Munich,petrol,2.061,Rewe
2025-11-04,Leipzig,electric,0.312,Rewe
2024-09-16,Cologne,petrol,2.153,BP
2025-10-01,Dresden,e10,1.848,Shell
2024-12-30,Cologne,diesel,1.489,Total
2025-11-29,Berlin,diesel,1.535,EDEKA
2024-11-02,Dusseldorf,diesel,2.003,Shell
2025-04-18,Dresden,petrol,1.218,Total
2025-06-21,Berlin,petrol,1.291,Shell
2026-01-26,Frankfurt,electric,0.32,Aral
2024-08-21,Dusseldorf,e10,1.806,Shell
2025-09-18,Leipzig,diesel,1.725,Aral
2026-03-24,Berlin,electric,0.344,BP
2024-07-06,Dusseldorf,e5,2.077,EDEKA
2025-07-24,Dusseldorf,petrol,1.239,EDEKA
2024-07-13,Dresden,electric,0.214,Shell
2026-01-26,Stuttgart,electric,0.461,Total
2025-06-04,Cologne,e10,1.534,EDEKA
2025-05-31,Dusseldorf,petrol,1.667,Aral
2026-03-05,Dortmund,e10,1.383,Rewe
2025-07-09,Dresden,electric,0.201,Rewe
2025-07-24,Munich,e5,5.085,BP
2024-08-13,Munich,petrol,1.974,BP
2025-06-08,Dresden,diesel,1.633,Total
2026-03-05,Munich,electric,0.272,Total
2024-05-18,Cologne,diesel,1.203,Aral
2026-02-19,Munich,e10,1.279,Shell
2024-07-14,Munich,diesel,1.9,EDEKA
2025-09-02,Hamburg,diesel,1.949,Rewe
2025-10-25,Hamburg,petrol,1.273,Aral
2025-04-14,Dresden,e5,1.728,Aral
2026-02-26,Frankfurt,petrol,1.67,Total
2025-03-09,Frankfurt,petrol,1.806,Aral
2024-10-21,Berlin,e5,1.737,BP
2024-05-17,Dusseldorf,e10,2.087,Shell
2025-11-17,Cologne,e10,2.019,Aral
2024-07-30,Dusseldorf,diesel,1.56,Rewe
2025-11-28,Leipzig,diesel,1.437,Aral
2026-01-31,Hamburg,e10,1.942,Aral
2025-01-25,Hamburg,electric,0.227,Rewe
2025-11-25,Hamburg,electric,0.436,BP
2025-04-21,Cologne,e10,2.135,Total
2025-10-23,Cologne,petrol,2.152,Aral
2024-04-20,Munich,electric,0.286,Rewe
2024-06-22,Cologne,e5,1.692,Total
2025-02-22,Leipzig,diesel,1.773,Shell
2025-12-19,Leipzig,e10,1.851,EDEKA
2025-07-07,Hamburg,petrol,1.814,BP
2025-03-06,Frankfurt,e10,1.446,Aral
2026-01-25,Dresden,petrol,1.373,Shell
2024-06-21,Frankfurt,diesel,2.011,Aral
2024-07-01,Dresden,petrol,1.711,Rewe
2026-04-02,Cologne,diesel,3.7110000000000003,Aral
2024-05-17,Dresden,e10,1.776,EDEKA
2025-04-27,Leipzig,e10,1.688,Shell
2025-06-01,Cologne,petrol,1.33,Shell
2025-09-23,Stuttgart,petrol,1.311,EDEKA
2026-03-04,Cologne,e5,2.052,Total
2024-05-11,Stuttgart,diesel,1.8,BP
2024-11-01,Berlin,e5,2.146,EDEKA
2025-07-06,Frankfurt,petrol,1.206,EDEKA
2024-12-01,Frankfurt,e10,2.141,BP
2025-04-16,Frankfurt,petrol,1.211,Rewe
2024-05-13,Hamburg,e5,1.245,Rewe
2024-04-29,Stuttgart,electric,0.248,Shell
2024-11-05,Cologne,e5,1.204,Shell
2025-05-03,Frankfurt,petrol,1.269,Shell
2025-04-13,Dresden,diesel,1.635,Shell
2026-02-21,Munich,petrol,2.18,Rewe
2025-01-21,Dusseldorf,electric,0.235,Rewe
2025-01-23,Leipzig,e10,2.04,BP
2025-03-12,Munich,diesel,1.201,Total
2024-05-18,Leipzig,e5,1.982,Aral
2024-05-07,Dresden,diesel,1.729,Total
2025-10-10,Berlin,diesel,1.815,EDEKA
2025-02-17,Dortmund,e5,1.449,Aral
2024-06-07,Berlin,e5,2.028,Total
2024-06-27,Munich,e5,1.238,Aral
2026-03-22,Dresden,e10,1.536,Rewe
2025-10-26,Dresden,e5,1.602,Shell
2024-07-20,Dortmund,e10,1.929,Shell
2025-10-07,Frankfurt,petrol,1.403,EDEKA
2024-10-14,Frankfurt,petrol,1.332,EDEKA
2025-10-18,Cologne,e10,1.469,BP
2025-11-06,Frankfurt,electric,0.222,Total
2024-09-30,Dortmund,diesel,1.98,Rewe
2025-12-15,Dresden,diesel,1.213,Shell
2024-09-18,Munich,diesel,1.941,Total
2025-02-22,Cologne,e5,1.48,EDEKA
2026-03-18,Dresden,electric,0.201,BP
2026-01-29,Frankfurt,e5,2.164,Shell
2024-04-25,Berlin,petrol,1.577,BP
2025-08-13,Hamburg,e5,1.695,Shell
2024-11-29,Cologne,diesel,1.34,Aral
2025-05-03,Hamburg,diesel,1.784,EDEKA
2024-06-16,Cologne,e10,1.889,Aral
2024-12-05,Dortmund,electric,0.494,EDEKA
2025-06-05,Dresden,electric,0.456,Total
2024-11-08,Munich,e5,1.98,EDEKA
2024-08-10,Hamburg,electric,0.205,Total
2024-11-05,Leipzig,e10,1.858,Rewe
2026-01-06,Leipzig,petrol,1.705,BP
2025-04-12,Berlin,e5,1.651,BP
2025-06-08,Hamburg,e10,1.436,Aral
2025-12-01,Hamburg,electric,0.499,Shell
2025-10-02,Leipzig,e5,1.678,Aral
2025-01-07,Frankfurt,e10,1.58,Total
2025-11-22,Frankfurt,e10,1.94,Aral
2024-07-12,Dusseldorf,e5,1.283,Shell
2025-08-25,Hamburg,electric,0.498,Total
2025-02-02,Frankfurt,petrol,1.468,Total
2025-12-09,Berlin,diesel,2.007,Total
2025-07-12,Dresden,e5,1.449,Rewe
2024-06-11,Stuttgart,e5,1.406,Shell
2025-03-31,Dresden,e10,1.226,EDEKA
2026-03-09,Dresden,electric,0.274,Aral
2025-01-17,Berlin,e10,1.698,Shell
2025-01-24,Dusseldorf,electric,0.358,Total
2024-08-29,Dusseldorf,e5,1.76,Shell
2025-04-01,Dusseldorf,diesel,2.062,Aral
2024-09-05,Dortmund,e5,1.249,Total
2024-08-19,Munich,petrol,1.487,Rewe
2026-01-17,Berlin,diesel,1.709,Rewe
2025-03-07,Dortmund,petrol,2.121,Aral
2026-01-30,Leipzig,e5,1.491,BP
2024-12-19,Berlin,e5,1.884,Total
2024-07-22,Frankfurt,diesel,1.537,Rewe
2025-08-15,Dusseldorf,diesel,1.734,Shell
2024-11-23,Cologne,diesel,1.895,EDEKA
2025-10-14,Stuttgart,e5,1.485,EDEKA
2025-05-17,Stuttgart,petrol,1.557,BP
2025-06-05,Munich,diesel,4.353,BP
2025-08-20,Dortmund,diesel,2.029,Aral
2024-10-31,Frankfurt,electric,0.367,Rewe
2024-11-06,Stuttgart,electric,0.345,EDEKA
2025-08-22,Stuttgart,diesel,1.203,Aral
2025-02-07,Cologne,e5,2.2,EDEKA
2026-03-13,Dusseldorf,electric,0.274,Aral
2025-09-06,Cologne,electric,0.495,Shell
2025-02-05,Stuttgart,diesel,1.925,Shell
2025-08-16,Dusseldorf,electric,0.298,EDEKA
2025-07-17,Leipzig,petrol,1.654,Rewe
2025-07-31,Dortmund,e10,1.212,Total
2025-10-14,Munich,e10,1.848,Shell
2026-03-03,Stuttgart,diesel,2.163,Aral
2024-06-04,Dresden,e10,1.905,Total
2026-01-26,Cologne,diesel,1.639,EDEKA
2025-12-23,Frankfurt,diesel,1.557,Shell
2025-02-07,Leipzig,electric,0.461,BP
2024-08-11,Frankfurt,electric,0.243,BP
2024-06-26,Leipzig,petrol,1.646,Rewe
2025-11-04,Stuttgart,e5,1.411,EDEKA
2024-10-05,Berlin,e5,1.759,Rewe
2025-02-27,Cologne,e10,1.983,Shell
2024-06-24,Dresden,e5,1.762,Shell
2025-03-11,Leipzig,diesel,1.609,EDEKA
2025-05-06,Berlin,electric,0.464,Shell
2024-06-17,Frankfurt,e10,1.454,BP
2025-03-11,Berlin,diesel,1.751,Total
2024-11-26,Dresden,electric,0.236,Rewe
2024-06-07,Munich,diesel,1.84,Shell
2024-08-05,Munich,diesel,1.408,Rewe
2026-04-10,Leipzig,e10,1.675,Aral
2024-06-28,Cologne,diesel,1.649,BP
2024-04-29,Stuttgart,petrol,1.667,EDEKA
2025-12-02,Hamburg,electric,0.468,Aral
2024-07-10,Berlin,e5,1.398,Aral
2024-08-17,Dortmund,e5,1.37,Total
2025-05-08,Frankfurt,electric,0.379,BP
2025-09-16,Dusseldorf,electric,0.36,Aral
2024-07-01,Dortmund,petrol,2.054,Shell
2025-01-11,Munich,diesel,1.449,EDEKA
2025-07-30,Berlin,petrol,1.803,Rewe
2024-11-29,Hamburg,diesel,2.121,Shell
2026-03-29,Leipzig,e5,1.741,Total
2025-08-11,Munich,electric,1.053,Rewe
2026-03-25,Stuttgart,e10,1.208,Shell
2025-08-19,Munich,e10,1.339,Rewe
2024-12-08,Dortmund,e10,1.709,Total
2024-12-24,Hamburg,electric,0.348,Shell
2024-04-16,Stuttgart,petrol,1.717,Shell
2024-08-11,Berlin,e5,1.677,EDEKA
2024-09-20,Dusseldorf,e10,1.588,Aral
2024-05-09,Dresden,e10,1.207,EDEKA
2026-01-30,Cologne,e5,1.367,EDEKA
2024-11-05,Munich,petrol,2.11,Shell
2025-06-07,Frankfurt,petrol,1.671,Total
2024-08-28,Berlin,diesel,1.779,Shell
2025-03-18,Cologne,petrol,1.574,Total
2025-09-09,Cologne,electric,0.26,BP
2025-05-08,Cologne,e5,1.352,EDEKA
2026-02-27,Munich,electric,0.26,Rewe
2024-11-07,Cologne,petrol,2.129,Shell
2024-06-22,Munich,electric,0.468,Rewe
2024-08-01,Hamburg,electric,0.22,Aral
2024-11-09,Cologne,e10,1.852,BP
2024-12-01,Dortmund,e5,1.826,Shell
2025-03-27,Frankfurt,diesel,1.276,Aral
2025-09-08,Frankfurt,electric,0.366,EDEKA
2026-03-13,Leipzig,e5,1.693,Rewe
2025-02-12,Berlin,diesel,1.636,BP
2025-06-04,Dortmund,electric,0.204,EDEKA
2024-11-25,Munich,diesel,2.136,Shell
2025-06-11,Dresden,diesel,1.736,BP
2024-07-27,Dortmund,petrol,2.037,BP
2025-08-12,Leipzig,e5,1.949,Total
2025-01-21,Dortmund,electric,0.427,Rewe
2024-08-26,Munich,diesel,1.422,EDEKA
2026-03-04,Dortmund,petrol,1.889,Rewe
2026-01-31,Hamburg,petrol,1.882,Shell
2025-04-15,Leipzig,e10,1.297,Aral
2026-04-11,Dortmund,electric,0.39,BP
2025-07-01,Dresden,e5,1.418,Aral
2026-02-27,Berlin,e5,1.354,Shell
2025-07-05,Stuttgart,e5,1.358,Rewe
2024-06-13,Dusseldorf,e5,2.059,BP
2025-08-01,Munich,petrol,1.263,Aral
2026-01-26,Munich,petrol,2.196,BP
2025-07-15,Frankfurt,e10,1.404,Total
2026-02-11,Dortmund,diesel,1.577,BP
2025-08-16,Munich,diesel,1.926,Aral
2024-07-15,Dresden,electric,0.336,Rewe
2026-01-30,Dresden,petrol,2.196,Rewe
2024-04-20,Munich,e10,1.88,EDEKA
2025-06-02,Stuttgart,electric,0.255,Shell
2026-04-12,Hamburg,e10,1.269,EDEKA
2024-07-24,Frankfurt,petrol,1.829,Total
2025-05-05,Leipzig,diesel,1.484,Aral
2024-12-18,Berlin,e5,1.274,BP
2024-04-19,Leipzig,electric,0.458,EDEKA
2024-09-23,Dresden,electric,0.431,Aral
2025-07-01,Munich,e5,1.707,Shell
2025-11-18,Munich,electric,0.492,EDEKA
2026-04-10,Dusseldorf,petrol,1.954,Total
2024-09-09,Hamburg,electric,0.304,Rewe
2025-03-18,Dresden,e10,2.004,Shell
2024-10-10,Munich,petrol,1.49,Total
2025-02-12,Cologne,diesel,2.108,Aral
2025-12-18,Stuttgart,e10,1.989,Aral
2026-02-16,Berlin,e5,1.317,Shell
2025-08-19,Cologne,e10,1.389,Rewe
2026-02-12,Dortmund,e5,1.655,Shell
2025-09-10,Dusseldorf,e5,2.077,Rewe
2025-04-18,Dusseldorf,diesel,1.373,Shell
2025-06-04,Stuttgart,diesel,1.406,Rewe
2025-02-06,Dusseldorf,petrol,1.97,Total
2025-12-10,Cologne,e10,1.212,Total
2026-03-25,Leipzig,electric,0.317,Aral
2025-07-17,Hamburg,diesel,1.649,Total
2024-09-03,Berlin,diesel,1.948,Aral
2025-08-04,Berlin,e5,1.469,Total
2024-12-21,Leipzig,electric,0.297,Aral
2024-08-30,Frankfurt,diesel,1.916,Shell
2025-06-09,Cologne,diesel,1.565,Shell
2024-05-24,Munich,diesel,1.444,Aral
2025-10-14,Dresden,petrol,2.089,EDEKA
2024-09-15,Cologne,e10,1.378,EDEKA
2025-06-20,Hamburg,petrol,1.653,Rewe
2025-02-19,Cologne,e10,1.948,EDEKA
2025-07-15,Dortmund,e5,1.416,Aral
2025-11-12,Dusseldorf,e5,1.939,Rewe
2025-03-26,Hamburg,e5,1.27,Total
2025-05-23,Hamburg,diesel,1.743,Rewe
2024-07-24,Hamburg,e5,1.287,Total
2025-10-29,Leipzig,petrol,1.811,EDEKA
2025-06-08,Leipzig,e5,1.36,BP
2025-02-12,Hamburg,e5,1.359,Rewe
2025-03-05,Berlin,diesel,2.152,Aral
2024-06-04,Dortmund,diesel,1.435,Total
2024-11-02,Leipzig,electric,0.312,Rewe
2025-02-11,Dusseldorf,electric,0.382,Shell
2024-10-28,Stuttgart,e10,2.145,EDEKA
2024-11-05,Dresden,petrol,2.089,Total
2025-01-15,Cologne,petrol,1.307,Total
2024-04-28,Dresden,electric,0.413,Aral
2026-01-01,Hamburg,diesel,1.982,Aral
2026-04-08,Dresden,diesel,1.412,Shell
2024-07-13,Hamburg,diesel,2.119,Total
2025-12-27,Munich,e5,1.422,Total
2024-12-25,Dortmund,diesel,1.631,Shell
2025-09-21,Frankfurt,e10,1.565,Aral
2024-12-13,Frankfurt,e5,1.965,Aral
2025-06-09,Dortmund,electric,0.439,Rewe
2026-01-15,Berlin,electric,1.0110000000000001,BP
2024-11-30,Munich,diesel,1.433,BP
2024-07-01,Dresden,petrol,1.393,Shell
2024-04-24,Berlin,petrol,2.064,Aral
2025-12-11,Cologne,e10,1.974,BP
2025-10-24,Berlin,electric,0.282,Shell
2024-09-03,Hamburg,petrol,1.551,Rewe
2025-11-05,Cologne,e10,2.164,Rewe
2026-01-27,Leipzig,electric,0.484,BP
2024-05-06,Dusseldorf,e10,1.283,BP
2025-11-20,Cologne,electric,0.393,Rewe
2024-07-28,Munich,e5,1.606,EDEKA
2025-07-05,Munich,diesel,2.165,Rewe
2025-09-03,Hamburg,electric,0.397,EDEKA
2025-02-25,Munich,e5,2.154,Aral
2025-06-09,Frankfurt,electric,0.267,Aral
2024-12-05,Stuttgart,petrol,1.764,EDEKA
2024-09-13,Dusseldorf,petrol,1.487,EDEKA
2024-04-30,Dortmund,electric,0.403,BP
2024-04-18,Hamburg,diesel,1.294,BP
2026-03-31,Hamburg,e5,1.248,Aral
2025-05-26,Berlin,petrol,1.492,Total
2024-10-26,Berlin,petrol,1.229,EDEKA
2025-06-14,Frankfurt,petrol,1.328,BP
2024-06-07,Frankfurt,e5,1.843,Rewe
2025-05-12,Frankfurt,e5,1.847,EDEKA
2024-09-28,Dresden,electric,0.373,Rewe
2024-08-13,Cologne,e10,1.807,Rewe
2024-04-19,Cologne,petrol,1.433,Shell
2024-09-14,Leipzig,e10,1.283,EDEKA
2025-11-07,Leipzig,e5,2.084,Aral
2025-09-21,Dusseldorf,e10,1.525,EDEKA
2024-08-15,Hamburg,diesel,1.426,Total
2026-03-03,Leipzig,electric,1.3920000000000001,Shell
2025-12-20,Dortmund,electric,0.326,Shell
2024-10-14,Stuttgart,diesel,1.848,Aral
2024-06-17,Berlin,e5,1.227,EDEKA
2026-02-13,Dresden,e10,1.748,Shell
2025-06-20,Leipzig,electric,0.34,Rewe
2024-08-30,Leipzig,electric,0.209,Total
2025-09-05,Berlin,petrol,1.667,Rewe
2026-01-01,Berlin,electric,0.243,BP
2024-04-23,Dusseldorf,diesel,1.797,Shell
2025-03-27,Munich,diesel,1.713,Shell
2025-09-09,Hamburg,diesel,1.689,BP
2025-05-04,Leipzig,electric,0.41,Total
2025-01-24,Cologne,petrol,1.769,Aral
2024-12-27,Berlin,e10,1.534,BP
