driver_id,date,total_deliveries,on_time_deliveries,late_deliveries,rating,customer_complaints,fuel_efficiency,accidents,overtime_hours
DRV-0137,2025-05-02,37,21,16,4.5,0.0,7.61,1,1.0
DRV-0480,2026-02-25,20,15,5,2.92,1.0,19.98,3,4.3
DRV-0201,2025-05-10,27,24,3,3.94,4.0,15.97,2,5.5
DRV-0099,2025-06-29,35,22,13,2.73,4.0,11.15,1,6.7
DRV-0419,2025-05-23,31,6,25,3.77,3.0,12.86,2,6.1
DRV-0258,2025-07-27,11,9,2,4.23,0.0,6.7,2,7.6
DRV-0007,2024-12-25,11,3,8,4.86,3.0,12.16,1,4.1
DRV-0150,2025-07-20,14,7,7,3.64,5.0,10.69,3,7.1
DRV-0091,2024-10-06,34,10,24,4.47,4.0,10.58,2,6.2
DRV-0103,2024-04-17,31,4,27,3.82,4.0,14.64,3,1.7
DRV-0121,2025-09-03,22,14,8,3.54,4.0,17.47,0,0.6
DRV-0008,2025-11-13,20,15,5,3.46,0.0,10.41,2,6.1
DRV-0165,2025-12-13,39,9,30,3.42,5.0,16.29,2,6.5
DRV-0320,2025-11-10,29,22,7,4.31,0.0,18.28,0,4.1
DRV-0118,2026-03-04,17,9,8,2.8,5.0,7.87,1,1.3
DRV-0051,2024-09-09,14,5,9,,3.0,10.48,3,7.6
DRV-0196,2024-11-07,10,6,4,3.64,0.0,15.08,1,1.8
DRV-0215,2025-02-09,19,11,8,,2.0,17.19,2,6.8
DRV-0227,2024-09-14,17,7,10,3.31,,18.56,0,6.4
DRV-0008,2026-01-17,8,7,1,2.75,5.0,13.84,3,1.2
DRV-0246,2025-10-31,9,4,5,2.57,4.0,8.89,1,2.9
DRV-0206,2024-11-18,16,15,1,4.9,,10.94,3,6.6
DRV-0299,2025-10-13,17,15,2,4.21,3.0,10.78,0,2.8
DRV-0079,2025-11-18,32,14,18,3.56,4.0,16.0,1,3.3
DRV-0264,2024-07-13,39,7,32,3.83,5.0,18.37,3,5.5
DRV-0320,2025-08-04,8,3,5,4.44,1.0,15.35,1,0.6
DRV-0470,2025-07-03,6,5,1,4.62,5.0,7.07,3,6.2
DRV-0121,2024-04-14,23,13,10,3.97,3.0,19.33,1,4.3
DRV-0448,2026-01-27,18,13,5,,5.0,16.0,1,3.8
DRV-0171,2026-01-02,24,18,6,3.93,3.0,15.19,0,1.1
DRV-0242,2024-06-27,21,12,9,3.54,3.0,16.51,3,3.3
DRV-0163,2026-03-31,22,8,14,3.48,1.0,7.2,3,0.9
DRV-0492,2024-10-25,22,13,9,3.39,0.0,19.91,0,7.1
DRV-0355,2025-10-22,27,11,16,,1.0,9.46,0,7.2
DRV-0026,2025-08-14,34,3,31,2.55,0.0,9.67,1,7.9
DRV-0068,2026-01-19,31,6,25,3.79,4.0,13.36,3,3.5
DRV-0461,2025-12-02,26,9,17,4.56,1.0,7.98,0,4.5
DRV-0418,2025-08-06,13,7,6,2.81,0.0,9.59,2,6.9
DRV-0308,2026-02-26,24,6,18,4.07,2.0,18.6,0,2.8
DRV-0402,2024-12-11,21,11,10,3.61,1.0,7.64,1,0.2
DRV-0049,2024-04-17,30,11,19,3.19,1.0,13.44,1,4.1
DRV-0366,2024-08-23,20,15,5,3.52,3.0,18.87,0,0.3
DRV-0358,2024-05-10,28,9,19,3.61,3.0,14.24,0,5.0
DRV-0297,2025-04-08,5,4,1,2.57,5.0,7.59,3,1.5
DRV-0279,2024-05-25,16,4,12,3.43,0.0,18.89,0,7.0
DRV-0244,2024-09-01,20,7,13,2.99,2.0,17.84,2,1.8
DRV-0153,2025-02-18,20,5,15,,4.0,6.62,1,2.2
DRV-0103,2025-08-02,15,4,11,3.98,2.0,18.59,2,1.8
DRV-0059,2024-11-25,26,20,6,4.33,5.0,19.22,0,3.1
DRV-0422,2024-12-17,6,5,1,3.47,5.0,18.95,3,4.5
DRV-0430,2025-07-24,17,13,4,3.23,1.0,6.52,3,3.4
DRV-0411,2024-12-13,35,8,27,3.49,4.0,16.91,0,2.4
DRV-0056,2026-01-30,16,13,3,4.68,0.0,13.7,0,2.3
DRV-0326,2024-10-15,13,5,8,3.71,5.0,14.11,3,6.8
DRV-0081,2025-07-02,16,8,8,4.1,1.0,12.15,2,2.7
DRV-0493,2025-09-07,10,8,2,,5.0,13.17,2,5.9
DRV-0247,2024-09-30,16,6,10,3.25,5.0,9.78,1,2.4
DRV-0273,2024-12-17,35,22,13,4.77,5.0,7.68,1,1.8
DRV-0009,2024-07-10,9,9,0,3.31,3.0,16.52,1,2.1
DRV-0139,2024-04-22,32,10,22,,5.0,14.26,0,7.5
DRV-0421,2026-01-11,14,8,6,3.83,0.0,17.59,1,7.5
DRV-0148,2024-12-04,22,21,1,4.21,0.0,9.11,3,1.4
DRV-0004,2024-05-16,40,38,2,4.31,0.0,13.96,2,2.0
DRV-0339,2025-11-26,30,6,24,4.35,2.0,18.0,1,1.6
DRV-0465,2024-09-14,11,6,5,2.71,2.0,17.73,0,3.4
DRV-0210,2024-07-08,30,17,13,4.09,5.0,8.25,0,2.8
DRV-0051,2025-02-08,34,27,7,4.53,1.0,18.41,1,2.6
DRV-0188,2025-09-03,12,8,4,3.06,4.0,19.5,0,2.1
DRV-0177,2024-07-21,7,3,4,3.86,0.0,8.88,3,5.8
DRV-0173,2025-03-12,11,5,6,4.62,4.0,13.13,3,3.9
DRV-0325,2024-07-04,16,4,12,4.27,2.0,17.47,1,5.5
DRV-0119,2025-03-08,19,3,16,2.81,3.0,15.69,1,3.6
DRV-0216,2025-10-31,20,15,5,2.5,,16.12,2,6.6
DRV-0372,2024-06-24,26,22,4,4.04,4.0,9.69,1,7.3
DRV-0009,2025-04-17,11,10,1,,0.0,14.97,0,3.4
DRV-0331,2024-12-22,25,18,7,3.65,4.0,8.49,0,1.3
DRV-0306,2025-03-23,5,3,2,2.69,4.0,9.41,3,4.8
DRV-0270,2024-08-18,25,5,20,4.68,3.0,7.95,2,0.7
DRV-0367,2024-06-22,13,4,9,4.7,4.0,7.01,3,7.6
DRV-0028,2025-06-29,20,12,8,3.07,2.0,19.06,1,1.4
DRV-0300,2026-04-04,34,23,11,4.62,0.0,18.92,0,0.2
DRV-0331,2025-03-01,13,7,6,4.14,2.0,13.32,3,3.5
DRV-0387,2024-08-30,27,8,19,4.04,0.0,14.62,3,1.6
DRV-0278,2024-10-16,38,3,35,3.91,0.0,12.0,0,2.9
DRV-0439,2024-10-28,8,5,3,4.07,5.0,8.4,2,0.2
DRV-0169,2025-05-24,29,20,9,3.03,5.0,17.71,1,0.8
DRV-0368,2024-07-30,35,28,7,4.32,2.0,13.87,0,0.8
DRV-0180,2024-10-06,40,31,9,,4.0,15.2,3,1.6
DRV-0424,2025-05-21,19,19,0,2.73,2.0,13.27,1,3.4
DRV-0369,2024-10-17,20,4,16,2.9,4.0,16.41,0,7.2
DRV-0436,2025-03-19,13,6,7,3.07,3.0,7.99,0,7.1
DRV-0321,2024-04-30,8,4,4,2.96,3.0,9.96,0,4.9
DRV-0192,2024-09-27,32,14,18,,5.0,15.35,3,6.6
DRV-0058,2024-07-18,36,12,24,3.61,1.0,7.57,1,5.8
DRV-0028,2024-04-14,33,25,8,,4.0,14.58,3,3.9
DRV-0184,2024-09-28,11,8,3,3.97,3.0,18.31,3,1.7
DRV-0149,2026-04-03,22,4,18,4.79,5.0,13.85,1,2.9
DRV-0198,2024-06-29,16,3,13,4.48,3.0,6.25,3,3.6
DRV-0346,2025-11-12,37,36,1,3.62,3.0,11.47,1,5.8
DRV-0135,2025-07-13,25,18,7,2.8,5.0,11.75,2,4.2
DRV-0142,2025-10-23,29,25,4,3.93,5.0,17.21,3,0.4
DRV-0373,2024-11-03,14,3,11,4.74,4.0,17.65,2,3.4
DRV-0180,2025-04-18,9,4,5,,1.0,14.58,3,4.8
DRV-0188,2024-07-01,27,5,22,2.88,3.0,16.86,3,4.9
DRV-0059,2025-06-30,6,5,1,,3.0,8.07,1,4.9
DRV-0085,2026-02-03,8,7,1,3.03,1.0,8.27,2,4.9
DRV-0403,2025-09-21,21,15,6,3.32,3.0,15.0,0,2.9
DRV-0083,2024-07-18,16,9,7,2.97,5.0,9.03,1,3.1
DRV-0480,2025-05-20,28,25,3,3.17,2.0,14.37,0,6.4
DRV-0493,2026-03-22,9,6,3,3.87,3.0,16.81,0,4.3
DRV-0107,2024-11-25,12,5,7,,0.0,14.19,0,2.5
DRV-0492,2024-05-05,14,12,2,3.52,5.0,6.74,0,6.8
DRV-0376,2024-04-24,30,14,16,2.68,4.0,6.76,2,3.6
DRV-0263,2024-05-03,12,10,2,4.18,4.0,19.22,2,6.7
DRV-0384,2025-07-02,6,3,3,3.3,3.0,15.17,1,0.2
DRV-0370,2024-12-03,18,15,3,2.78,3.0,6.78,3,6.2
DRV-0182,2024-04-27,15,14,1,3.57,2.0,14.84,3,1.7
DRV-0017,2024-07-28,36,29,7,2.81,4.0,13.81,0,7.5
DRV-0323,2026-02-03,32,31,1,,2.0,18.29,1,7.1
DRV-0365,2024-07-12,20,13,7,4.7,3.0,16.55,2,2.9
DRV-0437,2024-09-05,34,11,23,4.02,5.0,17.94,2,8.0
DRV-0273,2025-01-22,24,10,14,,1.0,9.06,1,3.8
DRV-0274,2025-10-18,33,12,21,4.97,5.0,17.03,0,3.0
DRV-0100,2026-01-08,30,3,27,3.85,1.0,11.94,1,6.1
DRV-0362,2025-06-16,5,3,2,,4.0,10.77,2,3.6
DRV-0369,2024-11-04,15,11,4,2.99,1.0,17.61,3,0.4
DRV-0169,2025-11-30,14,13,1,3.27,5.0,12.11,2,1.1
DRV-0490,2025-05-21,16,9,7,4.38,5.0,11.53,0,7.3
DRV-0359,2025-07-03,10,6,4,3.89,2.0,14.01,1,4.4
DRV-0069,2025-09-24,27,4,23,3.32,1.0,16.78,3,2.4
DRV-0081,2024-07-30,12,8,4,3.48,1.0,7.69,3,2.1
DRV-0471,2026-02-27,37,34,3,4.15,1.0,7.46,2,5.0
DRV-0037,2025-03-05,14,9,5,3.05,0.0,19.58,3,4.1
DRV-0383,2025-04-11,21,0,21,2.61,2.0,6.75,0,6.1
DRV-0031,2024-06-26,27,6,21,3.03,0.0,15.85,1,1.7
DRV-0312,2025-03-17,24,9,15,4.32,4.0,12.05,3,3.4
DRV-0103,2024-12-15,36,8,28,4.88,4.0,11.17,2,7.8
DRV-0457,2025-01-07,5,4,1,3.96,5.0,9.88,2,2.2
DRV-0067,2026-04-01,20,18,2,3.37,0.0,6.2,2,7.8
DRV-0311,2024-09-20,24,12,12,2.67,4.0,12.9,0,5.9
DRV-0086,2025-01-06,13,7,6,3.87,5.0,8.73,3,3.7
DRV-0028,2025-11-11,33,20,13,3.63,4.0,11.92,3,6.6
DRV-0095,2024-12-08,15,11,4,3.44,4.0,11.66,0,6.1
DRV-0476,2026-01-06,8,4,4,4.16,0.0,7.44,1,6.7
DRV-0367,2025-08-08,5,3,2,3.12,4.0,7.42,0,1.4
DRV-0213,2025-03-17,16,7,9,4.43,4.0,7.89,1,1.6
DRV-0341,2024-04-15,31,19,12,4.45,4.0,9.38,3,0.2
DRV-0070,2025-07-01,35,16,19,3.95,0.0,10.37,2,2.2
DRV-0024,2026-04-02,23,22,1,3.59,4.0,16.35,1,5.2
DRV-0018,2026-02-04,11,4,7,2.67,0.0,7.34,3,4.3
DRV-0006,2025-04-08,40,11,29,2.98,0.0,18.6,3,6.4
DRV-0069,2026-02-17,7,5,2,4.14,3.0,8.23,1,5.9
DRV-0200,2025-05-19,37,1,36,2.78,1.0,17.27,3,5.1
DRV-0451,2025-10-28,7,5,2,3.81,2.0,7.5,0,2.9
DRV-0344,2025-10-09,14,8,6,4.78,3.0,6.34,2,2.0
DRV-0315,2025-09-28,5,3,2,3.82,5.0,7.64,2,1.5
DRV-0453,2025-09-23,14,5,9,4.48,2.0,15.05,2,5.6
DRV-0215,2025-05-02,22,7,15,2.8,4.0,18.99,1,3.9
DRV-0429,2025-10-09,25,8,17,2.92,1.0,6.02,1,7.0
DRV-0078,2025-03-26,35,22,13,3.52,2.0,6.55,3,6.6
DRV-0484,2024-04-21,15,10,5,3.39,3.0,17.76,3,6.0
DRV-0500,2025-07-06,28,13,15,,0.0,16.96,3,0.6
DRV-0006,2025-02-17,30,21,9,4.15,3.0,19.06,1,4.7
DRV-0184,2024-08-22,14,7,7,4.77,4.0,9.47,0,3.1
DRV-0429,2025-02-12,11,10,1,4.79,3.0,6.46,3,6.0
DRV-0113,2025-02-23,26,24,2,3.53,5.0,12.04,0,1.6
DRV-0443,2025-11-13,13,11,2,3.75,1.0,7.58,3,5.0
DRV-0228,2024-09-01,32,16,16,4.12,4.0,19.46,0,6.6
DRV-0170,2024-08-11,6,5,1,4.68,5.0,14.68,2,3.9
DRV-0360,2026-02-10,8,3,5,2.86,2.0,14.41,2,7.4
DRV-0189,2024-05-15,28,7,21,3.48,4.0,19.02,3,0.7
DRV-0264,2024-04-29,15,9,6,2.62,5.0,19.82,3,5.0
DRV-0151,2024-08-29,15,10,5,3.25,1.0,18.96,1,3.8
DRV-0423,2026-03-13,8,5,3,2.75,2.0,13.79,1,4.1
DRV-0296,2025-08-19,13,5,8,3.17,3.0,14.72,0,5.7
DRV-0416,2026-03-27,40,30,10,2.95,1.0,14.72,1,2.6
DRV-0001,2026-01-21,20,8,12,4.41,0.0,10.4,0,6.5
DRV-0211,2025-09-18,6,0,6,4.02,0.0,15.51,0,5.4
DRV-0257,2025-07-24,31,12,19,4.02,2.0,12.62,3,0.5
DRV-0496,2025-09-27,18,13,5,3.43,1.0,9.99,2,3.4
DRV-0416,2025-11-29,25,22,3,2.66,4.0,19.35,3,4.1
DRV-0108,2025-04-26,16,4,12,2.65,1.0,18.52,2,3.8
DRV-0288,2024-08-16,36,3,33,4.46,3.0,16.45,0,2.5
DRV-0083,2026-01-25,12,3,9,3.44,0.0,16.4,2,0.1
DRV-0134,2025-02-13,35,10,25,3.75,5.0,13.96,2,3.6
DRV-0309,2025-12-04,24,5,19,3.87,3.0,15.61,0,7.5
DRV-0092,2025-11-01,33,4,29,4.78,1.0,12.8,1,3.1
DRV-0029,2026-03-17,17,16,1,3.95,3.0,7.73,3,5.1
DRV-0118,2026-04-11,25,23,2,3.86,2.0,16.79,0,2.8
DRV-0381,2024-11-26,29,28,1,3.46,0.0,13.51,2,4.0
DRV-0010,2025-05-07,15,3,12,3.78,4.0,17.38,0,5.2
DRV-0369,2025-03-15,11,8,3,4.5,0.0,11.97,0,0.7
DRV-0228,2025-10-06,12,11,1,,2.0,19.88,2,4.9
DRV-0477,2025-05-21,22,9,13,2.54,1.0,11.68,1,1.2
DRV-0488,2024-08-30,13,11,2,,0.0,8.9,2,3.5
DRV-0002,2025-06-13,13,7,6,2.57,5.0,18.06,3,7.9
DRV-0277,2024-07-12,34,26,8,3.87,2.0,9.14,0,1.6
DRV-0108,2026-03-01,19,9,10,2.58,4.0,16.45,0,3.7
DRV-0392,2026-01-24,23,13,10,4.56,2.0,10.15,2,7.8
DRV-0188,2025-03-19,15,4,11,2.72,2.0,15.18,0,4.0
DRV-0403,2024-07-07,30,20,10,4.1,2.0,19.93,3,3.7
DRV-0212,2024-09-07,11,3,8,4.63,2.0,15.22,3,2.1
DRV-0049,2025-08-05,39,33,6,3.24,3.0,15.55,2,7.2
DRV-0267,2025-04-24,23,6,17,3.96,4.0,19.0,3,4.9
DRV-0264,2025-11-20,15,6,9,4.21,4.0,10.05,1,6.1
DRV-0304,2024-05-18,20,6,14,3.38,0.0,17.54,1,2.5
DRV-0086,2025-08-25,7,6,1,4.08,4.0,15.22,0,1.6
DRV-0446,2024-04-24,11,4,7,3.34,1.0,11.61,2,7.6
DRV-0459,2025-01-18,23,10,13,2.73,5.0,9.79,2,2.2
DRV-0146,2025-06-11,13,7,6,3.24,1.0,16.79,2,3.7
DRV-0138,2024-12-14,5,3,2,3.12,2.0,16.07,0,2.6
DRV-0010,2025-02-27,29,7,22,3.27,1.0,12.03,2,4.9
DRV-0371,2024-04-17,9,4,5,4.95,4.0,7.19,1,1.7
DRV-0295,2025-08-25,22,15,7,2.66,0.0,19.83,2,4.2
DRV-0371,2024-06-27,17,16,1,3.83,1.0,10.0,3,4.0
DRV-0282,2025-10-31,37,23,14,3.3,4.0,14.44,1,7.5
DRV-0025,2025-12-29,29,16,13,2.84,1.0,14.37,2,0.6
DRV-0455,2024-11-29,8,6,2,4.25,4.0,6.65,2,5.9
DRV-0122,2025-12-18,15,5,10,4.76,1.0,10.82,1,3.3
DRV-0323,2025-08-19,17,6,11,4.0,5.0,11.96,0,4.0
DRV-0337,2025-10-24,24,19,5,2.9,4.0,8.24,3,7.4
DRV-0116,2024-09-07,10,7,3,4.01,1.0,18.6,0,7.8
DRV-0195,2024-07-28,10,6,4,4.51,0.0,8.76,3,0.9
DRV-0495,2025-12-04,19,17,2,4.68,0.0,14.06,1,3.1
DRV-0268,2026-01-28,39,4,35,3.91,5.0,13.9,3,0.5
DRV-0264,2024-04-29,13,3,10,4.18,3.0,8.02,0,6.4
DRV-0376,2024-04-25,26,12,14,3.38,3.0,7.37,1,5.5
DRV-0475,2025-06-03,35,35,0,3.07,0.0,16.97,1,7.0
DRV-0438,2024-06-13,17,13,4,4.57,3.0,18.13,2,4.1
DRV-0401,2025-01-28,24,13,11,2.82,3.0,6.73,0,6.5
DRV-0031,2026-01-27,40,6,34,4.95,3.0,6.65,1,3.7
DRV-0224,2024-11-20,19,14,5,2.68,1.0,16.27,0,5.2
DRV-0375,2026-04-09,8,3,5,4.58,2.0,14.23,2,1.6
DRV-0067,2024-07-29,10,5,5,2.66,4.0,18.72,1,1.8
DRV-0418,2025-01-31,15,3,12,3.89,2.0,18.04,0,5.9
DRV-0231,2024-08-16,31,18,13,2.53,4.0,19.95,3,1.3
DRV-0295,2025-01-07,36,33,3,3.4,1.0,15.02,3,4.6
DRV-0059,2024-12-05,27,24,3,4.85,2.0,15.58,1,2.7
DRV-0039,2025-08-01,20,17,3,3.56,4.0,9.98,3,0.8
DRV-0229,2026-03-17,25,18,7,4.83,3.0,10.41,3,2.7
DRV-0086,2024-08-28,14,4,10,2.54,3.0,10.92,0,6.8
DRV-0347,2024-06-01,7,4,3,4.53,1.0,12.52,1,4.1
DRV-0331,2024-12-24,7,5,2,4.45,4.0,18.43,3,5.9
DRV-0414,2024-09-12,24,4,20,3.39,2.0,18.65,2,7.5
DRV-0369,2025-11-15,23,19,4,,1.0,19.11,0,2.4
DRV-0409,2024-05-11,21,6,15,4.53,,16.26,2,1.4
DRV-0010,2024-07-06,24,21,3,4.81,1.0,7.77,0,1.3
DRV-0380,2026-01-12,18,14,4,2.95,2.0,6.8,0,7.8
DRV-0125,2025-06-05,24,6,18,3.14,3.0,12.32,1,3.3
DRV-0144,2026-02-19,34,6,28,4.25,5.0,17.45,0,4.0
DRV-0338,2024-07-06,33,6,27,4.76,4.0,7.91,1,7.8
DRV-0078,2025-06-28,35,4,31,4.22,4.0,14.6,2,4.6
DRV-0055,2025-05-26,11,9,2,3.04,2.0,9.74,1,0.9
DRV-0001,2024-12-13,7,4,3,2.56,0.0,15.71,1,0.9
DRV-0418,2025-09-13,8,4,4,2.65,1.0,11.29,1,4.2
DRV-0108,2025-05-24,21,8,13,3.41,5.0,6.66,3,2.7
DRV-0474,2025-06-24,15,13,2,3.91,5.0,16.6,3,5.3
DRV-0112,2024-07-27,17,14,3,3.34,4.0,19.32,3,1.0
DRV-0247,2026-01-19,12,5,7,4.62,3.0,13.33,1,7.2
DRV-0125,2025-06-28,39,5,34,4.62,0.0,10.36,0,5.5
DRV-0273,2024-05-07,35,12,23,4.81,3.0,9.27,0,3.0
DRV-0192,2025-04-22,25,10,15,2.53,3.0,6.71,3,4.5
DRV-0423,2025-11-15,31,12,19,2.8,5.0,14.02,3,4.9
DRV-0030,2025-11-25,26,9,17,2.76,2.0,14.28,0,1.0
DRV-0151,2024-06-11,15,7,8,4.15,2.0,6.28,3,2.3
DRV-0338,2025-01-14,31,11,20,2.87,0.0,6.21,2,0.8
DRV-0005,2025-06-14,28,13,15,3.83,0.0,10.8,2,6.3
DRV-0300,2026-01-01,25,8,17,4.17,4.0,18.71,3,1.6
DRV-0340,2024-08-18,22,6,16,3.09,2.0,10.81,2,5.0
DRV-0491,2024-09-24,6,3,3,3.5,3.0,12.95,1,3.9
DRV-0086,2025-06-12,19,15,4,4.17,5.0,14.34,3,1.1
DRV-0364,2025-08-27,17,12,5,4.81,0.0,14.21,3,5.4
DRV-0416,2025-09-21,22,16,6,4.49,5.0,13.55,2,6.7
DRV-0497,2026-02-05,22,9,13,4.3,4.0,19.61,2,7.6
DRV-0178,2024-09-23,37,6,31,3.86,5.0,18.85,2,4.8
DRV-0239,2025-12-08,7,6,1,4.57,2.0,8.98,3,2.5
DRV-0197,2024-11-05,10,0,10,3.63,5.0,12.55,0,0.6
DRV-0340,2026-02-19,14,5,9,3.77,3.0,17.81,3,2.3
DRV-0303,2025-10-23,8,6,2,2.57,0.0,19.75,2,2.7
DRV-0291,2024-12-01,5,3,2,3.35,2.0,10.79,1,0.0
DRV-0206,2025-01-10,32,30,2,3.7,3.0,6.15,1,3.0
DRV-0110,2024-07-08,20,4,16,3.55,2.0,16.88,0,4.6
DRV-0285,2025-05-26,27,14,13,2.91,0.0,15.88,3,4.6
DRV-0453,2025-12-01,9,5,4,3.47,3.0,15.89,1,7.5
DRV-0269,2025-06-16,27,7,20,4.63,3.0,6.69,0,4.8
DRV-0360,2024-07-10,6,4,2,2.94,5.0,15.55,3,6.0
DRV-0278,2025-08-22,40,16,24,3.28,4.0,10.63,3,4.9
DRV-0201,2024-05-21,21,5,16,2.69,0.0,19.77,0,5.8
DRV-0330,2025-01-19,32,19,13,4.13,0.0,17.06,3,6.4
DRV-0329,2026-04-12,6,5,1,4.14,4.0,15.81,2,1.4
DRV-0292,2024-05-19,32,18,14,4.41,3.0,6.92,1,0.8
DRV-0152,2025-11-19,15,7,8,4.71,3.0,9.82,3,4.7
DRV-0002,2025-05-10,18,14,4,,,8.1,0,5.4
DRV-0094,2025-09-06,10,7,3,3.38,3.0,7.38,1,5.1
DRV-0457,2026-03-08,6,3,3,3.25,0.0,11.85,1,3.0
DRV-0269,2024-12-20,20,12,8,4.48,4.0,15.37,0,7.4
DRV-0158,2024-09-16,26,11,15,3.95,3.0,7.42,0,4.2
DRV-0410,2025-11-17,11,7,4,5.0,0.0,9.07,2,3.5
DRV-0369,2025-10-19,14,13,1,,3.0,12.16,1,4.0
DRV-0311,2024-05-31,23,1,22,3.21,0.0,18.06,3,3.9
DRV-0221,2026-02-01,35,6,29,4.54,2.0,18.44,0,6.6
DRV-0162,2026-02-18,23,12,11,3.83,2.0,16.63,0,3.2
DRV-0300,2025-10-19,35,33,2,2.57,3.0,17.18,1,6.2
DRV-0458,2025-06-23,27,11,16,3.97,5.0,6.86,0,2.7
DRV-0075,2025-11-16,23,17,6,2.72,2.0,19.42,3,1.9
DRV-0135,2024-11-17,19,15,4,3.4,0.0,9.62,3,7.9
DRV-0191,2025-03-16,8,4,4,3.55,1.0,11.3,1,3.8
DRV-0149,2025-10-21,26,17,9,3.89,2.0,9.66,3,2.7
DRV-0422,2026-03-04,31,15,16,4.37,5.0,15.13,3,0.3
DRV-0478,2024-09-27,36,11,25,2.67,3.0,19.9,2,4.4
DRV-0201,2024-05-13,25,16,9,3.99,1.0,12.63,1,2.9
DRV-0127,2025-11-13,30,5,25,4.1,5.0,10.93,3,5.9
DRV-0124,2025-01-16,8,3,5,2.75,4.0,17.93,3,0.5
DRV-0277,2024-11-28,13,10,3,4.4,2.0,8.54,2,7.2
DRV-0473,2026-03-31,26,20,6,3.77,2.0,6.82,3,7.0
DRV-0373,2024-12-10,25,3,22,3.27,1.0,10.08,1,6.7
DRV-0380,2026-02-14,38,5,33,4.1,2.0,13.04,3,2.1
DRV-0055,2025-09-03,27,4,23,3.02,5.0,11.2,2,6.0
DRV-0268,2025-10-27,12,11,1,4.42,1.0,14.02,2,7.6
DRV-0329,2024-11-23,9,7,2,4.68,4.0,19.17,1,5.8
DRV-0481,2025-11-29,39,22,17,4.5,2.0,12.77,2,3.6
DRV-0238,2025-07-09,12,8,4,4.77,3.0,15.88,0,4.5
DRV-0178,2024-09-19,9,6,3,4.94,4.0,14.04,2,6.5
DRV-0317,2024-08-05,10,8,2,,2.0,9.41,2,7.6
DRV-0156,2025-11-04,16,13,3,2.78,4.0,14.83,1,2.3
DRV-0230,2024-10-23,24,5,19,4.25,2.0,10.35,3,6.4
DRV-0307,2024-05-14,38,6,32,,5.0,11.69,3,3.8
DRV-0075,2024-04-29,17,14,3,4.2,3.0,15.25,2,3.1
DRV-0326,2025-08-23,7,3,4,2.56,4.0,12.32,0,6.6
DRV-0295,2025-09-17,27,12,15,4.26,5.0,6.73,3,5.7
DRV-0405,2026-04-11,26,15,11,4.08,0.0,14.71,1,0.4
DRV-0163,2024-06-24,29,23,6,4.95,0.0,19.98,0,5.1
DRV-0314,2026-03-30,11,1,10,3.06,2.0,16.34,3,0.6
DRV-0023,2025-09-10,32,22,10,2.95,4.0,12.48,3,7.9
DRV-0155,2025-04-20,21,8,13,2.86,5.0,12.86,3,1.6
DRV-0375,2025-07-24,20,7,13,3.84,4.0,16.12,3,1.8
DRV-0242,2024-12-06,38,21,17,4.09,1.0,7.64,3,3.8
DRV-0264,2024-11-16,14,11,3,2.98,2.0,9.03,3,7.9
DRV-0445,2025-01-02,40,33,7,4.43,4.0,10.78,0,1.7
DRV-0363,2025-12-31,36,20,16,4.8,5.0,9.38,0,2.9
DRV-0209,2024-12-02,40,3,37,3.76,4.0,6.03,3,5.0
DRV-0118,2024-11-05,30,9,21,4.19,3.0,13.3,0,2.4
DRV-0367,2024-04-17,24,12,12,2.83,3.0,19.21,2,0.1
DRV-0336,2026-01-12,6,4,2,2.81,3.0,10.81,2,2.8
DRV-0134,2024-12-02,9,6,3,3.44,4.0,15.91,3,1.0
DRV-0247,2025-08-25,34,13,21,2.84,4.0,16.64,2,0.3
DRV-0379,2025-05-13,33,14,19,4.76,3.0,19.53,1,0.7
DRV-0309,2026-04-06,5,4,1,4.68,1.0,9.25,3,0.4
DRV-0140,2025-11-25,36,26,10,,3.0,17.46,2,5.8
DRV-0336,2026-02-11,6,3,3,3.93,5.0,19.06,3,6.9
DRV-0047,2024-09-12,9,4,5,3.01,0.0,11.84,0,3.3
DRV-0411,2024-11-26,28,9,19,4.22,4.0,16.24,3,3.6
DRV-0432,2024-07-29,34,24,10,2.93,4.0,18.49,2,5.6
DRV-0160,2025-12-07,27,25,2,4.38,2.0,10.18,1,5.3
DRV-0305,2024-11-27,11,9,2,3.62,0.0,11.25,2,4.5
DRV-0442,2024-09-29,18,11,7,3.11,1.0,17.24,3,6.0
DRV-0217,2025-03-26,9,3,6,4.18,0.0,19.59,3,3.3
DRV-0015,2025-07-03,21,11,10,4.42,3.0,19.82,1,1.6
DRV-0278,2024-08-19,28,16,12,4.96,2.0,7.02,1,7.1
DRV-0280,2024-06-05,8,3,5,3.52,2.0,11.14,2,2.0
DRV-0153,2024-05-10,31,22,9,2.72,0.0,12.34,2,1.5
DRV-0442,2025-04-22,22,13,9,3.33,1.0,9.34,0,2.3
DRV-0166,2025-07-28,38,14,24,4.27,1.0,15.38,0,0.1
DRV-0069,2025-04-13,19,8,11,4.77,5.0,16.49,1,2.3
DRV-0117,2026-03-06,11,3,8,4.33,4.0,9.33,3,6.5
DRV-0214,2024-11-02,8,3,5,4.04,1.0,15.31,0,2.1
DRV-0307,2025-08-10,6,5,1,2.69,1.0,10.2,2,6.3
DRV-0410,2026-02-14,23,21,2,2.58,3.0,11.7,3,6.3
DRV-0032,2024-12-28,34,14,20,4.43,4.0,8.39,2,3.2
